State_Name,Assembly_No,Year,Total_Candidates,Deposit_Lost
Arunachal_Pradesh,10,2019,184,58
Arunachal_Pradesh,9,2014,155,39
Arunachal_Pradesh,8,2009,157,35
Arunachal_Pradesh,7,2004,165,40
Arunachal_Pradesh,6,1999,171,42
Arunachal_Pradesh,5,1995,173,39
Arunachal_Pradesh,4,1990,170,26
Arunachal_Pradesh,3,1984,115,45
Arunachal_Pradesh,2,1980,95,30
Arunachal_Pradesh,1,1978,86,17
