State_Name,Assembly_No,Year,Women_Percentage
Puducherry,14,2021,3.33
Puducherry,13,2016,13.33
Puducherry,12,2011,0
Puducherry,11,2006,0
Puducherry,10,2001,0
Puducherry,9,1996,3.33
Puducherry,8,1991,3.33
Puducherry,7,1990,0
Puducherry,6,1985,3.33
Puducherry,5,1980,3.33
Puducherry,4,1977,0
Puducherry,3,1974,0
Puducherry,2,1969,3.33
Puducherry,1,1964,6.67
