State_Name,Assembly_No,Year,Total_Candidates,Deposit_Lost
Puducherry,14,2021,324,260
Puducherry,13,2016,342,274
Puducherry,12,2011,186,125
Puducherry,11,2006,218,152
Puducherry,10,2001,193,119
Puducherry,9,1996,270,204
Puducherry,8,1991,208,143
Puducherry,7,1990,212,144
Puducherry,6,1985,119,54
Puducherry,5,1980,132,66
Puducherry,4,1977,131,53
Puducherry,3,1974,108,24
Puducherry,2,1969,76,13
Puducherry,1,1964,85,21
