State_Name,Assembly_No,Year,Total_Candidates,Deposit_Lost
Tripura,12,2023,259,121
Tripura,11,2018,297,177
Tripura,10,2013,249,128
Tripura,9,2008,313,193
Tripura,8,2003,254,134
Tripura,7,1998,270,149
Tripura,6,1993,407,281
Tripura,5,1988,220,98
Tripura,4,1983,206,80
Tripura,3,1977,328,207
Tripura,2,1972,234,104
Tripura,1,1967,87,26
