State_Name,Assembly_No,Year,Parties_Contested,Parties_Represented
Tripura,12,2023,15,5
Tripura,11,2018,16,3
Tripura,10,2013,14,3
Tripura,9,2008,14,5
Tripura,8,2003,13,5
Tripura,7,1998,11,5
Tripura,6,1993,10,6
Tripura,5,1988,8,4
Tripura,4,1983,9,4
Tripura,3,1977,9,4
Tripura,2,1972,6,3
Tripura,1,1967,5,3
