State_Name,Assembly_No,Year,Women_Percentage
Andhra_Pradesh,15,2019,8
Andhra_Pradesh,14,2014,10.29
Andhra_Pradesh,13,2009,11.56
Andhra_Pradesh,12,2004,8.84
Andhra_Pradesh,11,1999,9.52
Andhra_Pradesh,10,1994,2.72
Andhra_Pradesh,9,1989,5.78
Andhra_Pradesh,8,1985,3.4
Andhra_Pradesh,7,1983,3.74
Andhra_Pradesh,6,1978,3.4
Andhra_Pradesh,5,1972,0.35
Andhra_Pradesh,4,1967,3.83
Andhra_Pradesh,3,1962,3.33
