State_Name,Assembly_No,Year,Total_Candidates,Deposit_Lost
Andhra_Pradesh,15,2019,2118,1752
Andhra_Pradesh,14,2014,2241,1880
Andhra_Pradesh,13,2009,3655,2942
Andhra_Pradesh,12,2004,1896,1270
Andhra_Pradesh,11,1999,2104,1460
Andhra_Pradesh,10,1994,3219,2594
Andhra_Pradesh,9,1989,1704,1092
Andhra_Pradesh,8,1985,1972,1372
Andhra_Pradesh,7,1983,1720,1056
Andhra_Pradesh,6,1978,1538,816
Andhra_Pradesh,5,1972,1013,423
Andhra_Pradesh,4,1967,1067,436
Andhra_Pradesh,3,1962,988,354
