State_Name,Assembly_No,Year,Parties_Contested,Parties_Represented
Andhra_Pradesh,15,2019,69,3
Andhra_Pradesh,14,2014,61,4
Andhra_Pradesh,13,2009,51,9
Andhra_Pradesh,12,2004,37,10
Andhra_Pradesh,11,1999,27,5
Andhra_Pradesh,10,1994,30,7
Andhra_Pradesh,9,1989,20,7
Andhra_Pradesh,8,1985,7,6
Andhra_Pradesh,7,1983,9,7
Andhra_Pradesh,6,1978,11,5
Andhra_Pradesh,5,1972,12,5
Andhra_Pradesh,4,1967,8,7
Andhra_Pradesh,3,1962,7,4
