State_Name,Assembly_No,Year,Women_Percentage
Delhi,11,2020,11.43
Delhi,10,2015,8.57
Delhi,9,2013,4.29
Delhi,8,2008,4.29
Delhi,7,2003,10
Delhi,6,1998,12.86
Delhi,5,1993,4.29
Delhi,4,1983,7.27
Delhi,3,1977,7.14
Delhi,2,1972,5.36
