State_Name,Assembly_No,Year,Total_Candidates,Deposit_Lost
Delhi,11,2020,672,529
Delhi,10,2015,673,525
Delhi,9,2013,810,612
Delhi,8,2008,875,711
Delhi,7,2003,817,672
Delhi,6,1998,815,669
Delhi,5,1993,1316,1155
Delhi,4,1983,393,279
Delhi,3,1977,249,134
Delhi,2,1972,270,151
