State_Name,Assembly_No,Year,Parties_Contested,Parties_Represented
Haryana,13,2019,70,5
Haryana,12,2014,43,6
Haryana,11,2009,49,6
Haryana,10,2005,27,5
Haryana,9,2000,28,7
Haryana,8,1996,24,5
Haryana,7,1991,24,6
Haryana,6,1987,9,5
Haryana,5,1982,7,4
Haryana,4,1977,8,3
Haryana,3,1972,13,5
Haryana,2,1968,11,6
Haryana,1,1967,8,4
