State_Name,Assembly_No,Year,Women_Percentage
Haryana,13,2019,10
Haryana,12,2014,14.44
Haryana,11,2009,10
Haryana,10,2005,12.22
Haryana,9,2000,4.44
Haryana,8,1996,4.44
Haryana,7,1991,6.67
Haryana,6,1987,5.56
Haryana,5,1982,7.78
Haryana,4,1977,4.44
Haryana,3,1972,4.94
Haryana,2,1968,8.64
Haryana,1,1967,4.94
