State_Name,Assembly_No,Year,Women_Percentage
Himachal_Pradesh,14,2022,1.47
Himachal_Pradesh,13,2017,5.88
Himachal_Pradesh,12,2012,4.41
Himachal_Pradesh,11,2007,4.41
Himachal_Pradesh,10,2003,5.88
Himachal_Pradesh,9,1998,8.82
Himachal_Pradesh,8,1993,4.41
Himachal_Pradesh,7,1990,5.97
Himachal_Pradesh,6,1985,4.41
Himachal_Pradesh,5,1982,4.41
Himachal_Pradesh,4,1977,1.47
Himachal_Pradesh,3,1972,5.88
Himachal_Pradesh,2,1967,0
