State_Name,Assembly_No,Year,Women_Percentage
West_Bengal,17,2021,13.61
West_Bengal,16,2016,13.95
West_Bengal,15,2011,11.56
West_Bengal,14,2006,12.59
West_Bengal,13,2001,9.52
West_Bengal,12,1996,6.8
West_Bengal,11,1991,7.14
West_Bengal,10,1987,4.08
West_Bengal,9,1982,1.7
West_Bengal,8,1977,1.02
West_Bengal,7,1972,0
West_Bengal,6,1971,0
West_Bengal,5,1969,2.5
West_Bengal,4,1967,3.21
West_Bengal,3,1962,3.97
