State_Name,Assembly_No,Year,Parties_Contested,Parties_Represented
West_Bengal,17,2021,60,3
West_Bengal,16,2016,54,8
West_Bengal,15,2011,55,10
West_Bengal,14,2006,36,11
West_Bengal,13,2001,35,8
West_Bengal,12,1996,32,8
West_Bengal,11,1991,35,9
West_Bengal,10,1987,11,7
West_Bengal,9,1982,12,7
West_Bengal,8,1977,15,11
West_Bengal,7,1972,20,9
West_Bengal,6,1971,25,16
West_Bengal,5,1969,26,16
West_Bengal,4,1967,10,9
West_Bengal,3,1962,14,8
