State_Name,Assembly_No,Year,Women_Percentage
Tamil_Nadu,12,2021,5.13
Tamil_Nadu,11,2016,9.05
Tamil_Nadu,10,2011,7.26
Tamil_Nadu,9,2006,9.4
Tamil_Nadu,8,2001,10.68
Tamil_Nadu,7,1996,3.85
Tamil_Nadu,6,1991,13.68
Tamil_Nadu,5,1989,3.85
Tamil_Nadu,4,1984,3.42
Tamil_Nadu,3,1980,2.14
Tamil_Nadu,2,1977,0.85
Tamil_Nadu,1,1971,0
