State_Name,Assembly_No,Year,Total_Candidates,Deposit_Lost
Tamil_Nadu,12,2021,3998,3520
Tamil_Nadu,11,2016,3728,3233
Tamil_Nadu,10,2011,2748,2270
Tamil_Nadu,9,2006,2586,2102
Tamil_Nadu,8,2001,1860,1376
Tamil_Nadu,7,1996,4008,3504
Tamil_Nadu,6,1991,2415,1917
Tamil_Nadu,5,1989,3046,2407
Tamil_Nadu,4,1984,1499,1017
Tamil_Nadu,3,1980,1029,543
Tamil_Nadu,2,1977,1390,721
Tamil_Nadu,1,1971,748,271
