State_Name,Assembly_No,Year,Parties_Contested,Parties_Represented
Tamil_Nadu,12,2021,107,8
Tamil_Nadu,11,2016,88,4
Tamil_Nadu,10,2011,49,10
Tamil_Nadu,9,2006,36,9
Tamil_Nadu,8,2001,48,10
Tamil_Nadu,7,1996,38,10
Tamil_Nadu,6,1991,31,9
Tamil_Nadu,5,1989,16,8
Tamil_Nadu,4,1984,11,8
Tamil_Nadu,3,1980,13,8
Tamil_Nadu,2,1977,9,7
Tamil_Nadu,1,1971,10,7
