State_Name,Assembly_No,Year,Women_Percentage
Gujarat,14,2022,8.24
Gujarat,13,2017,7.14
Gujarat,12,2012,8.79
Gujarat,11,2007,8.79
Gujarat,10,2002,6.59
Gujarat,9,1998,2.2
Gujarat,8,1995,1.1
Gujarat,7,1990,2.2
Gujarat,6,1985,8.79
Gujarat,5,1980,2.75
Gujarat,4,1975,1.66
Gujarat,3,1972,0.6
Gujarat,2,1967,4.76
Gujarat,1,1962,7.14
