State_Name,Assembly_No,Year,Total_Candidates,Deposit_Lost
Gujarat,14,2022,1621,1231
Gujarat,13,2017,1828,1455
Gujarat,12,2012,1666,1288
Gujarat,11,2007,1268,893
Gujarat,10,2002,1000,615
Gujarat,9,1998,1125,697
Gujarat,8,1995,2545,2127
Gujarat,7,1990,1889,1458
Gujarat,6,1985,1137,781
Gujarat,5,1980,974,579
Gujarat,4,1975,848,447
Gujarat,3,1972,822,467
Gujarat,2,1967,613,250
Gujarat,1,1962,519,189
