State_Name,Assembly_No,Year,Parties_Contested,Parties_Represented
Gujarat,14,2022,70,4
Gujarat,13,2017,65,4
Gujarat,12,2012,40,5
Gujarat,11,2007,41,5
Gujarat,10,2002,20,3
Gujarat,9,1998,18,5
Gujarat,8,1995,26,2
Gujarat,7,1990,25,4
Gujarat,6,1985,6,3
Gujarat,5,1980,8,4
Gujarat,4,1975,10,7
Gujarat,3,1972,9,4
Gujarat,2,1967,6,4
Gujarat,1,1962,10,4
