Assembly_No,Total_Candidates,Contesting_Incumbents,Successful_Incumbents,Total_Seats,Turncoats,Successful_Turncoats,Recontesting_Candidates,First_Contests,Second_Contests,Multiple_Contests,No_first_time_winners,First_Contest_Winners,Year,Recontesting_Candidates_pct,First_Contests_pct,Second_Contests_pct,Multiple_Contests_pct,Contesting_Incumbents_pct,Successful_Incumbents_pct,No_first_time_winners_pct,First_Contest_Winners_pct,Incumbent_Strike_Rate,Turncoat_Strike_Rate
8,301,35,17,40,42,7,86,194,47,60,20,13,2022,28.57,64.45,15.61,19.93,87.5,42.5,50,32.5,48.57,16.67
7,251,37,18,40,26,6,86,148,42,61,12,7,2017,34.26,58.96,16.73,24.3,92.5,45,30,17.5,48.65,23.08
6,215,36,20,40,24,7,76,124,44,47,18,10,2012,35.35,57.67,20.47,21.86,90,50,45,25,55.56,29.17
5,202,37,24,40,16,3,69,125,20,57,13,9,2007,34.16,61.88,9.9,28.22,92.5,60,32.5,22.5,64.86,18.75
4,212,39,23,40,26,5,84,112,47,53,15,7,2002,39.62,52.83,22.17,25,97.5,57.5,37.5,17.5,58.97,19.23
3,210,35,15,40,13,3,79,124,45,41,18,13,1999,37.62,59.05,21.43,19.52,87.5,37.5,45,32.5,42.86,23.08
2,311,34,17,40,18,5,75,236,75,0,23,13,1994,24.12,75.88,24.12,0,85,42.5,57.5,32.5,50,27.78
1,252,0,0,40,0,0,0,252,0,0,40,40,1989,0,100,0,0,0,0,100,100,0,0
