State_Name,Assembly_No,Year,Parties_Contested,Parties_Represented
Punjab,16,2022,57,5
Punjab,15,2017,51,5
Punjab,14,2012,37,3
Punjab,13,2007,36,3
Punjab,12,2002,32,4
Punjab,11,1997,29,6
Punjab,10,1992,14,9
Punjab,9,1985,7,5
Punjab,8,1980,9,5
Punjab,7,1977,9,5
Punjab,6,1972,13,4
Punjab,5,1969,14,9
Punjab,4,1967,10,8
Punjab,3,1962,12,7
