State_Name,Assembly_No,Year,Parties_Contested,Parties_Represented
Meghalaya,11,2023,13,8
Meghalaya,10,2018,15,9
Meghalaya,9,2013,14,7
Meghalaya,8,2008,10,6
Meghalaya,7,2003,13,7
Meghalaya,6,1998,11,6
Meghalaya,5,1993,10,6
Meghalaya,4,1988,6,5
Meghalaya,3,1983,6,4
Meghalaya,2,1978,5,3
Meghalaya,1,1972,3,2
