State_Name,Assembly_No,Year,Total_Candidates,Deposit_Lost
Jharkhand,4,2019,1216,1040
Jharkhand,3,2014,1136,949
Jharkhand,2,2009,1491,1299
Jharkhand,1,2005,1390,1206
