State_Name,Year,Assembly_No,month,Constituency_No,Constituency_Name,Turnout_Percentage,Vote_Share_Percentage,Constituency_Type,Electors,N_Cand,Position,Sex,Party,Votes,Elected,Rel,Margin_Percentage,Runner,Runner_Party,Runner_Sex,Nota_Percentage,Last_Party,Last_Elected,Vote_Share_Change_pct,Turnout_Change_pct,Margin_Change_pct,Party_Change
Kerala,1999,13,9,4,CALICUT,73.12,46.63,General,1124640,7,1,Male,INC,383425,K. Muraleedharan,HINDUISM,6.13,C.M. Ibrahim,JD(S),M,nan,INC,Adv. P. Sankaran,1.37,0.4,3.76,
Kerala,1999,13,9,5,MANJERI,66.52,54.01,General,1217888,3,1,Male,MUL,437563,E. Ahamed,ISLAM,15.23,Adv. I.T. Najeeb,CPM,M,nan,MUL,E. Ahamed,4.36,-2.17,2.09,
Kerala,1999,13,9,6,PONNANI,60.1,54.08,General,1146335,5,1,Male,MUL,372572,G.M. Banatwalla,ISLAM,18.79,P.P. Suneer,CPI,M,nan,MUL,G.M. Banatwalla,3.85,-1.92,3.59,
Kerala,1999,13,9,7,PALGHAT,71.22,46.19,General,1132416,6,1,Male,CPM,372536,N.N.Krishnadas,HINDUISM,3.81,M.T. Padma,INC,F,nan,CPM,N.N. Krishnadas,-0.8,2.82,0.41,
Kerala,1999,13,9,8,OTTAPALAM,70.39,46.32,SC,1103327,3,1,Male,CPM,359758,S. Ajayakumar,HINDUISM,1.77,Pandalam Sudhakaran,INC,M,nan,CPM,S. Ajayakumar,-0.55,2.41,-1,
Kerala,1999,13,9,9,TRICHUR,68.18,47.07,General,1071266,7,1,Male,INC,343793,A.C. Jose,CHRISTIANITY,1.59,V.V. Raghavan,CPI,M,nan,CPI,V.V. Raghavan,0.03,-2.43,-0.96,INC
Kerala,1999,13,9,10,MUKUNDAPURAM,72.51,50.56,General,1083445,9,1,Male,INC,397156,K. Karunakaran,HINDUISM,6.68,E.M. Sreedharan,CPM,M,nan,INC,A.C. Jose,3.85,0.49,5.48,
Kerala,1999,13,9,11,ERNAKULAM,65.71,50.78,General,1180911,8,1,Male,INC,394058,Adv. George Eden,CHRISTIANITY,14.34,Mani Vithayathil,IND,M,nan,INC,Adv. George Eden,0.25,-2.67,4.67,
Kerala,1999,13,9,12,MUVATTUPUZHA,67.47,51.93,General,1020153,6,1,Male,KEC(M),357402,Adv. P.C. Thomas,CHRISTIANITY,11.18,Adv. P.M. Ismail,CPM,M,nan,KEC(M),Adv. P.C. Thomas,-2.36,1.79,-6.17,
Kerala,1999,13,9,13,KOTTAYAM,71.52,47.27,General,1018385,8,1,Male,CPM,344296,Suresh Kurup,HINDUISM,1.46,P.C. Chacko,INC,M,nan,CPM,Suresh Kurup,0.29,-1.25,0.7,
Kerala,1999,13,9,14,IDUKKI,69.01,47.2,General,1121484,10,1,Male,KEC,365313,K. Francis George,CHRISTIANITY,1.2,Prof. P.J.Kurian,INC,M,nan,INC,P.C.Chacko,0.44,1.19,0.31,KEC
Kerala,1999,13,9,15,ALLEPPEY,76.32,49.79,General,1033539,8,1,Male,INC,392700,V.M. Sudheeran,HINDUISM,4.45,Murali,CPM,M,nan,INC,V.M. Sudheeran,-1.02,-0.51,-0.9,
Kerala,1999,13,9,16,MAVELIKARA,70.86,46.76,General,936952,6,1,Male,INC,310455,Ramesh Chennithala,HINDUISM,5.04,Prof. Ninan Koshy,IND,M,nan,INC,Prof. P.J. Kurien,2.5,1.33,4.84,
Kerala,1999,13,9,17,ADOOR,69.32,48.27,SC,1007138,5,1,Male,INC,337003,Kodikunnil Suresh,HINDUISM,3.15,Chengara Surendran,CPI,M,nan,CPI,Chengara Surendran,-0.26,-1.63,0.67,INC
Kerala,1999,13,9,18,QUILON,67.57,47.84,General,1088597,9,1,Male,CPM,351869,P. Rajendran,HINDUISM,2.62,M.P. Gangadharan,INC,M,nan,RSP,N.K. Premachandran,-4.27,-4.03,-6.82,CPM
Kerala,1999,13,9,19,CHIRAYINKIL,62.51,45.13,General,1096417,9,1,Male,CPM,309304,Varkala Radhakrishnan,HINDUISM,0.46,M.I. Shanavas,INC,M,nan,CPM,Varkala Radhakrishnan,-1.48,-2.61,-0.63,
Kerala,1999,13,9,20,TRIVANDRUM,63.05,38.15,General,1198918,12,1,Male,INC,288390,Advocate V.S. Sivakumar,HINDUISM,1.92,Kaniyapuram Ramachandran,CPI,M,nan,INC,K. Karunakaran,-6.2,-2.18,-0.1,
Kerala,1998,12,3,1,KASARAGOD,75.94,45.69,General,1141067,6,1,Male,CPM,395910,T. Govindan,HINDUISM,5.57,Khader Mangad,INC,M,nan,CPM,T. GOVINDAN,-0.94,4.69,-3.8,
Kerala,1998,12,3,2,CANNANORE,76.45,46.44,General,1071756,7,1,Male,INC,380465,Mullappally Ramachandran,HINDUISM,0.27,A.C.Shanmukha Das,IND,M,nan,INC,MULLAPPALLY RAMACHANDRAN,-2.63,4,-4.92,
Kerala,1998,12,3,3,BADAGARA,74.75,48.5,General,1125076,6,1,Female,CPM,407876,A.K. Premajam,HINDUISM,7.03,P.M. Suresh Babu,INC,M,nan,CPM,O. BHARATHAN,-2.67,0.16,-2.81,
Kerala,1998,12,3,4,CALICUT,72.72,45.26,General,1082831,6,1,Male,INC,356392,Adv. P. Sankaran,HINDUISM,2.37,M.P. Veerendra Kumar,JD,M,nan,JD,M P VEERENDRA KUMAR,-2.63,2.64,-2.84,INC
Kerala,1998,12,3,5,MANJERI,68.69,49.65,General,1174799,4,1,Male,MUL,400609,E. Ahamed,ISLAM,13.14,Adv. K.V. Salahuddin,CPM,M,nan,MUL,E.AHAMMED,1.19,1.39,6.06,
Kerala,1998,12,3,6,PONNANI,62.02,50.23,General,1105709,5,1,Male,MUL,344461,G.M. Banatwalla,ISLAM,15.2,Minu Mumthas,CPI,F,nan,MUL,G.M.BANATWALLA,0.6,-3.49,4.11,
Kerala,1998,12,3,7,PALGHAT,68.4,46.99,General,1076444,7,1,Male,CPM,345963,N.N. Krishnadas,HINDUISM,3.4,V.S. Vijayaraghavan,INC,M,nan,CPM,N N KRISHNADAS,-0.78,0.75,0.14,
Kerala,1998,12,3,8,OTTAPALAM,67.98,46.87,SC,1052499,4,1,Male,CPM,335376,S. Ajayakumar,HINDUISM,2.77,Prof: K.K. Vijayalakshmi,INC,F,nan,CPM,S. AJAYAKUMAR,-0.58,2.06,-0.61,
Kerala,1998,12,3,9,TRICHUR,70.61,47.04,General,1024211,6,1,Male,CPI,340216,V.V. Raghavan,HINDUISM,2.55,K. Muraleedharan,INC,M,nan,CPI,V.V.RAGHAVAN,2.37,1.22,2.34,
Kerala,1998,12,3,10,MUKUNDAPURAM,72.02,46.71,General,1034337,6,1,Male,INC,347945,A.C. Jose,CHRISTIANITY,1.2,P. Govindappillai,CPM,M,nan,INC,P. C.CHACKO,-1.1,-0.82,-2.18,
Kerala,1998,12,3,11,ERNAKULAM,68.38,50.53,General,1127002,4,1,Male,INC,389387,Adv. George Eden,CHRISTIANITY,9.67,Dr. Sebastian Paul,IND,M,nan,IND,XAVIER ARRAKKAL,3.62,1.55,5.42,INC
Kerala,1998,12,3,12,MUVATTUPUZHA,65.68,54.29,General,998846,5,1,Male,KEC(M),356168,Adv. P.C. Thomas,CHRISTIANITY,17.35,Mathew John,JD,M,nan,KEC(M),P C THOMAS,-0.12,-6.39,0,
Kerala,1998,12,3,13,KOTTAYAM,72.77,46.98,General,982587,6,1,Male,CPM,335893,Suresh Kurup,HINDUISM,0.76,Ramesh Chennithala,INC,M,nan,INC,REMESH CHENNITHALA,-3.28,1.97,-9.02,CPM
Kerala,1998,12,3,14,IDUKKI,67.82,46.76,General,1053290,9,1,Male,INC,333999,P.C.Chacko,CHRISTIANITY,0.89,K. Francis George,KEC,M,nan,INC,A.C.JOS,-2.08,-1.6,-3.31,
Kerala,1998,12,3,15,ALLEPPEY,76.83,50.81,General,989265,4,1,Male,INC,386180,V.M. Sudheeran,HINDUISM,5.35,Adv. C.S. Sujatha,CPM,F,nan,INC,V M SUDHEERAN,1.1,0.5,1.86,
Kerala,1998,12,3,16,MAVELIKARA,69.53,44.26,General,893600,5,1,Male,INC,275001,Prof. P.J. Kurien,CHRISTIANITY,0.2,Prof. Nainan Koshy,IND,M,nan,INC,P.J.KURIEN,-2.76,-0.61,-3.21,
Kerala,1998,12,3,17,ADOOR,70.95,48.53,SC,967961,5,1,Male,CPI,333297,Chengara Surendran,HINDUISM,2.48,Kodikunnil Suresh,INC,M,nan,INC,KODIKKUNNIL SURESH,-4.05,-0.23,-7.31,CPI
Kerala,1998,12,3,18,QUILON,71.6,52.11,General,1061740,7,1,Male,RSP,396145,N.K. Premachandran,HINDUISM,9.44,K.C. Rajan,INC,M,nan,RSP,N.K.PREMACHANDRAN,2.33,0.9,-1.4,
Kerala,1998,12,3,19,CHIRAYINKIL,65.12,46.61,General,1059243,9,1,Male,CPM,321479,Varkala Radhakrishnan,HINDUISM,1.09,M.M. Hassan,INC,M,nan,CPM,A.SAMPATH,-1.92,-0.57,-5.98,
Kerala,1998,12,3,20,TRIVANDRUM,65.23,44.35,General,1166449,9,1,Male,INC,337429,K. Karunakaran,HINDUISM,2.02,K.V. Surendra Nath,CPI,M,nan,CPI,K.V.SURENDRANATH,-0.03,2.16,-0.93,INC
Kerala,1996,11,4,1,KASARAGOD,71.25,46.63,General,1119715,20,1,Male,CPM,371997,T. GOVINDAN,HINDUISM,9.37,I. RAMA RAI,INC,M,nan,CPM,M. RAMANNA RAI,1.81,-2.89,8.14,
Kerala,1996,11,4,2,CANNANORE,72.45,49.07,General,1046188,9,1,Male,INC,371924,MULLAPPALLY RAMACHANDRAN,HINDUISM,5.19,RAMACHANDRAN KADANNAPPALLI,ICS,M,nan,INC,MULLAPPALLY RAMACHANDRAN,-1.51,-4.46,-0.33,
Kerala,1996,11,4,3,BADAGARA,74.59,51.17,General,1089716,10,1,Male,CPM,415895,O. BHARATHAN,HINDUISM,9.84,UNNIKRISHNAN K.P.,INC,M,nan,ICS(SCS),UNNIKRISHNAN K.P. (SCS),1.2,-2.23,7.63,CPM
Kerala,1996,11,4,4,CALICUT,70.08,47.89,General,1059411,11,1,Male,JD,355565,M P VEERENDRA KUMAR,JAINISM,5.21,K. MURALEEDHARAN,INC,M,nan,INC,K. MURALEEDHARAN,0.36,-3.56,3.08,JD
Kerala,1996,11,4,5,MANJERI,67.3,48.46,General,1153025,10,1,Male,MUL,376001,E.AHAMMED,ISLAM,7.08,C.H.ASHIQ,CPM,M,nan,MUL,E. AHAMED,-2.86,-2.13,-5.13,
Kerala,1996,11,4,6,PONNANI,65.51,49.63,General,1091180,7,1,Male,MUL,354808,G.M.BANATWALLA,ISLAM,11.09,MOKKATH RAHMATHULLA,CPI,M,nan,MUL,EBRAHIM SULAIMAN SAIT,-3.45,2.23,-3.86,
Kerala,1996,11,4,7,PALGHAT,67.65,47.77,General,1062083,17,1,Male,CPM,343264,N N KRISHNADAS,HINDUISM,3.26,V S VIJAYARAGHAVAN,INC,M,nan,INC,V.S. VIJAYARAGHAVAN,-0.61,-2.83,0.98,CPM
Kerala,1996,11,4,8,OTTAPALAM,65.92,47.45,SC,1035900,4,1,Male,CPM,324022,S. AJAYAKUMAR,HINDUISM,3.38,VIJAYALAKSHMI K K,INC,F,nan,INC,K.R. NARAYANAN,-0.83,-3.09,1.15,CPM
Kerala,1996,11,4,9,TRICHUR,69.39,44.67,General,995232,20,1,Male,CPI,308482,V.V.RAGHAVAN,HINDUISM,0.21,K.KARUNAKARAN,INC,M,nan,INC,P.C. CHACKO,-4.33,-2.89,-3.97,CPI
Kerala,1996,11,4,10,MUKUNDAPURAM,72.84,47.81,General,1004427,7,1,Male,INC,349801,P. C.CHACKO,CHRISTIANITY,3.38,V.VISWANATHA MENON,CPM,M,nan,INC,SAVITHRI LAKSHMANAN (W),-0.51,-4.01,1.73,
Kerala,1996,11,4,11,ERNAKULAM,66.83,46.91,General,1070063,16,1,Male,IND,335479,XAVIER ARRAKKAL,CHRISTIANITY,4.25,K.V.THOMAS,INC,M,nan,INC,K.V. THOMAS,-2.73,-4.89,-2.2,IND
Kerala,1996,11,4,12,MUVATTUPUZHA,72.07,54.41,General,975024,10,1,Male,KEC(M),382319,P C THOMAS,CHRISTIANITY,17.35,BABY KURIEN,IND,M,nan,KEC(M),P.C. THOMAS,0.43,-3.42,3.57,
Kerala,1996,11,4,13,KOTTAYAM,70.8,50.26,General,968334,20,1,Male,INC,344587,REMESH CHENNITHALA,HINDUISM,9.78,JAYALAKSHMI,JD,F,nan,INC,RAMESH CHENNITHALA,-1.72,-4.41,0.91,
Kerala,1996,11,4,14,IDUKKI,69.42,48.84,General,1034335,9,1,Male,INC,350679,A.C.JOS,CHRISTIANITY,4.2,K. FRANCIS GEORGE,KEC,M,nan,INC,PALAI K.M. MATHEW,-0.04,-1.35,0.63,
Kerala,1996,11,4,15,ALLEPPEY,76.33,49.71,General,973861,8,1,Male,INC,369539,V M SUDHEERAN,HINDUISM,3.49,T J ANJALOSE,CPM,M,nan,CPM,T.J. ANJALOSE,0.11,-1.55,1.58,INC
Kerala,1996,11,4,16,MAVELIKARA,70.14,47.02,General,880820,6,1,Male,INC,290524,P.J.KURIEN,CHRISTIANITY,3.41,M.R.GOPALAKRISHNAN,CPM,M,nan,INC,P.J. KURIAN,-2.07,-1.76,-0.7,
Kerala,1996,11,4,17,ADOOR,71.18,52.58,SC,940100,7,1,Male,INC,351872,KODIKKUNNIL SURESH,HINDUISM,9.79,P.K.RAGHAVAN,CPI,M,nan,INC,KODIKUNNIL SURESH,3.09,-2.21,6.98,
Kerala,1996,11,4,18,QUILON,70.7,49.78,General,1022175,11,1,Male,RSP,359786,N.K.PREMACHANDRAN,HINDUISM,10.84,S. KRISHNAKUMAR,INC,M,nan,INC,S. KRISHNA KUMAR,-0.62,-4.37,7.07,RSP
Kerala,1996,11,4,19,CHIRAYINKIL,65.69,48.53,General,1035445,17,1,Male,CPM,330079,A.SAMPATH,HINDUISM,7.07,THALEKKUNNIL BASHEER,INC,M,nan,CPM,SUSEELA GOPALAN (W),0.67,-3.35,6.91,
Kerala,1996,11,4,20,TRIVANDRUM,63.07,44.38,General,1116833,13,1,Male,CPI,312622,K.V.SURENDRANATH,HINDUISM,2.95,A.CHARLES,INC,M,nan,INC,A. CHARLES,-2.61,-4.87,-3.19,CPI
Kerala,1991,10,5,1,KASARAGOD,74.14,44.82,General,1036913,15,1,Male,CPM,344536,M. RAMANNA RAI,HINDUISM,1.23,K.C. VENUGOPAL,INC,M,nan,CPM,M. RAMMANA RAI,-0.17,-4.78,1.04,
Kerala,1991,10,5,2,CANNANORE,76.91,50.58,General,968420,10,1,Male,INC,376696,MULLAPPALLY RAMACHANDRAN,HINDUISM,5.52,E. EBRANHIM KUTTY,CPM,M,nan,INC,MULLAPPALLY RAMACHANDRAN,0.28,-5.82,0.07,
Kerala,1991,10,5,3,BADAGARA,76.82,49.97,General,1030244,9,1,Male,ICS(SCS),395501,UNNIKRISHNAN K.P. (SCS),HINDUISM,2.21,M. RATNASINGH,IND,M,nan,ICS(SCS),K. P. UNNIKRISHNAN,3.21,-3.66,1.17,
Kerala,1991,10,5,4,CALICUT,73.64,47.53,General,1014583,12,1,Male,INC,355113,K. MURALEEDHARAN,HINDUISM,2.13,M.P. VEERENDRA KUMAR,JD,M,nan,INC,K. MURALEEDHARAN,-0.65,-8.2,-1.56,
Kerala,1991,10,5,5,MANJERI,69.43,51.32,General,1053645,10,1,Male,MUL,375456,E. AHAMED,ISLAM,12.21,V. VENUGOPAL,IND,M,nan,MUL,EBRAHIM SULAIMAN SAIT,1.48,-9.85,3.5,
Kerala,1991,10,5,6,PONNANI,63.28,53.08,General,1011439,8,1,Male,MUL,339766,EBRAHIM SULAIMAN SAIT,ISLAM,14.95,KATTISSERI HAMZA KUNJU,CPI,M,nan,MUL,G. M. BANAT WALIA,-0.61,-7.75,-0.31,
Kerala,1991,10,5,7,PALGHAT,70.48,48.38,General,982228,6,1,Male,INC,334913,V.S. VIJAYARAGHAVAN,HINDUISM,2.28,A. VIJAYARAGHAVAN,CPM,M,nan,CPM,A. VIJAYARAGHAVAN,0.96,-6.23,2.1,INC
Kerala,1991,10,5,8,OTTAPALAM,69.01,48.28,SC,981499,4,1,Male,INC,327043,K.R. NARAYANAN,HINDUISM,2.23,LENIN RAJENDRAN,CPM,M,nan,INC,K. R. NARAYANAN,-0.69,-6.68,-1.43,
Kerala,1991,10,5,9,TRICHUR,72.28,49,General,968128,8,1,Male,INC,342896,P.C. CHACKO,CHRISTIANITY,4.18,K.P. RAJENDRAN,CPI,M,nan,INC,P. A. ANTONY,1.64,-6.03,3.31,
Kerala,1991,10,5,10,MUKUNDAPURAM,76.85,48.32,General,974881,6,1,Female,INC,362029,SAVITHRI LAKSHMANAN (W),HINDUISM,1.65,A.P. KURIAN,CPM,M,nan,INC,SAVITHRI LAKSHMANAN,-0.45,-5.05,-0.84,
Kerala,1991,10,5,11,ERNAKULAM,71.72,49.64,General,1019504,16,1,Male,INC,362975,K.V. THOMAS,CHRISTIANITY,6.45,V. VISWANATHA MENON,CPM,M,nan,INC,K. V. THOMAS,-0.24,-8.58,1.73,
Kerala,1991,10,5,12,MUVATTUPUZHA,75.49,53.98,General,942937,10,1,Male,KEC(M),384255,P.C. THOMAS,CHRISTIANITY,13.78,P.I. DEVASIA,IND,M,nan,KEC(M),P. C. THOMAS,5.71,-6.02,4.35,
Kerala,1991,10,5,13,KOTTAYAM,75.21,51.98,General,938252,10,1,Male,INC,366759,RAMESH CHENNITHALA,HINDUISM,8.87,THAMPAN THOMAS,JD,M,nan,INC,RAMESH CHENNITHALA,0.63,-8.97,1.73,
Kerala,1991,10,5,14,IDUKKI,70.77,48.88,General,997877,13,1,Male,INC,345139,PALAI K.M. MATHEW,CHRISTIANITY,3.57,P.J. JOSEPH,KEC,M,nan,INC,PALAI K. M. MATHEW,-4.74,-5.62,-8.74,
Kerala,1991,10,5,15,ALLEPPEY,77.88,49.6,General,944397,7,1,Male,CPM,364794,T.J. ANJALOSE,CHRISTIANITY,1.91,VAKKOM PURUSHOTHAMAN,INC,M,nan,INC,VAKKOM PURUSHOTHAM,-0.71,-6.52,-1.45,CPM
Kerala,1991,10,5,16,MAVELIKARA,71.9,49.09,General,862770,6,1,Male,INC,304519,P.J. KURIAN,CHRISTIANITY,4.11,SURESH KURUP,CPM,M,nan,INC,P. J. KURIEN,-2.06,-6.04,-4.62,
Kerala,1991,10,5,17,ADOOR,73.39,49.49,SC,900486,6,1,Male,INC,327066,KODIKUNNIL SURESH,HINDUISM,2.81,BHARGAVI THANKAPPAN (W),CPI,F,nan,INC,KODIKUNNIL SURESH,-0.42,-4.85,-0.32,
Kerala,1991,10,5,18,QUILON,75.07,50.4,General,979397,8,1,Male,INC,370523,S. KRISHNA KUMAR,HINDUISM,3.77,R.S. UNNI,RSP,M,nan,INC,S. KRISHNAKUMAR,0.22,-5.92,0.21,
Kerala,1991,10,5,19,CHIRAYINKIL,69.04,47.86,General,1003307,9,1,Female,CPM,331518,SUSEELA GOPALAN (W),HINDUISM,0.16,THALEKUNNIL BASHEER,INC,M,nan,INC,THALEKUNNIL BASHEER,-0.3,-4.61,-0.55,CPM
Kerala,1991,10,5,20,TRIVANDRUM,67.94,46.99,General,1047069,6,1,Male,INC,334272,A. CHARLES,CHRISTIANITY,6.14,E.J. VIJAYAMMA (W),CPI,F,nan,INC,A. CHARLES,-2.03,-5.32,-0.65,
Kerala,1989,9,11,1,KASARAGOD,78.92,44.99,General,1010280,12,1,Male,CPM,358723,M. RAMMANA RAI,HINDUISM,0.19,I. RAMA RAI,INC,M,nan,INC,I. RAMA RAI,-0.55,1.45,-1.78,CPM
Kerala,1989,9,11,2,CANNANORE,82.73,50.3,General,939750,9,1,Male,INC,391042,MULLAPPALLY RAMACHANDRAN,HINDUISM,5.45,P.SASI,CPM,M,nan,INC,MULIAPPALLI RAMACHANDRAN,-1.36,2.07,0.97,
Kerala,1989,9,11,3,BADAGARA,80.48,46.76,General,984309,11,1,Male,ICS(SCS),370434,K. P. UNNIKRISHNAN,HINDUISM,1.04,A. SUJANAPAL,INC,M,nan,ICS,K. P. UNNIKRISHNAN,0.09,2.22,-0.85,ICS(SCS)
Kerala,1989,9,11,4,CALICUT,81.84,48.18,General,958405,10,1,Male,INC,377858,K. MURALEEDHARAN,HINDUISM,3.69,E. K. IMBICHIBAVA,CPM,M,nan,INC,K. G. ADIYODI,-1.78,3,-6.02,
Kerala,1989,9,11,5,MANJERI,79.28,49.84,General,1017274,16,1,Male,MUL,401975,EBRAHIM SULAIMAN SAIT,ISLAM,8.71,K. V. SALAHUDDIN,IND,M,nan,MUL,EBRAHIM SULAMAN SAIT,-1.06,2.6,-3.89,
Kerala,1989,9,11,6,PONNANI,71.03,53.69,General,991943,7,1,Male,MUL,378347,G. M. BANAT WALIA,ISLAM,15.26,M. RAHMATHULIA,CPI,M,nan,MUL,G. M. BANATWALLA,-4.78,2.39,-5.5,
Kerala,1989,9,11,7,PALGHAT,76.71,47.42,General,957847,15,1,Male,CPM,348401,A. VIJAYARAGHAVAN,HINDUISM,0.18,V. S. VIJAYARAGHAVAN,INC,M,nan,INC,V. S. VIJAYARAGHAVAN,-4.2,0.67,-6.68,CPM
Kerala,1989,9,11,8,OTTAPALAM,75.69,48.97,SC,946025,8,1,Male,INC,350683,K. R. NARAYANAN,HINDUISM,3.66,LENIN RAJENDRAN,CPM,M,nan,INC,K. R. NARAYANAN,-5.77,0.5,-6.82,
Kerala,1989,9,11,9,TRICHUR,78.31,47.36,General,912039,10,1,Male,INC,338271,P. A. ANTONY,CHRISTIANITY,0.87,MEENAKSHY THAMPAN,CPI,F,nan,INC,P. A. ANTONY,-4.56,1.73,-9.04,
Kerala,1989,9,11,10,MUKUNDAPURAM,81.9,48.77,General,921201,11,1,Female,INC,367931,SAVITHRI LAKSHMANAN,HINDUISM,2.49,C. O. POULOSE MASTER,CPM,M,nan,KEC(J),K. MOHANDAS,-2.67,1.55,-5.37,INC
Kerala,1989,9,11,11,ERNAKULAM,80.3,49.88,General,961739,13,1,Male,INC,385176,K. V. THOMAS,CHRISTIANITY,4.72,P. SUBRAMNOIAN POTI,IND,M,nan,INC,K. V. THOMAS,-0.75,5.02,-8.12,
Kerala,1989,9,11,12,MUVATTUPUZHA,81.51,48.27,General,895057,14,1,Male,KEC(M),352191,P. C. THOMAS,CHRISTIANITY,9.43,C. POULOSE,IND,M,nan,KEC(J),GEORGE JOSEPH MUNDAKKAL (BABY),-10.89,6.22,-11.39,KEC(M)
Kerala,1989,9,11,13,KOTTAYAM,84.18,51.35,General,890166,10,1,Male,INC,384809,RAMESH CHENNITHALA,HINDUISM,7.14,SURESH KURUP,CPM,M,nan,CPM,SURESH KURUP,3.86,4.08,6.09,INC
Kerala,1989,9,11,14,IDUKKI,76.39,53.62,General,972940,15,1,Male,INC,398516,PALAI K. M. MATHEW,CHRISTIANITY,12.31,M. C. JOSEPHINE,CPM,F,nan,INC,P. J. KURIAN,-4.05,1.97,-12.14,
Kerala,1989,9,11,15,ALLEPPEY,84.4,50.31,General,884874,6,1,Male,INC,375763,VAKKOM PURUSHOTHAM,HINDUISM,3.36,K. V. DEVADAS,CPM,M,nan,INC,VAKKON PURUSHOTHAMAN,-1.64,1.01,-3.1,
Kerala,1989,9,11,16,MAVELIKARA,77.94,51.15,General,840010,10,1,Male,INC,334864,P. J. KURIEN,CHRISTIANITY,8.73,THAMPAN THOMAS,JD,M,nan,JNP,THAMPAN THOMAS,4.63,3.78,8.47,INC
Kerala,1989,9,11,17,ADOOR,78.24,49.91,SC,880093,8,1,Male,INC,343672,KODIKUNNIL SURESH,HINDUISM,3.13,N. RAJAN,CPI,M,nan,INC,K. K. KUNHAMBU,-4.15,3.21,-6.95,
Kerala,1989,9,11,18,QUILON,80.99,50.18,General,951856,9,1,Male,INC,386855,S. KRISHNAKUMAR,HINDUISM,3.56,BAGU DIVAKARAN,RSP,M,nan,INC,S. KRISHNA KUMAR,0.41,3.6,-0.06,
Kerala,1989,9,11,19,CHIRAYINKIL,73.65,48.16,General,984118,9,1,Male,INC,349068,THALEKUNNIL BASHEER,ISLAM,0.71,SUSHEELA GOPALAN,CPM,F,nan,INC,THALEKKUNNIL BASHEER,-2.51,1.49,-5.28,
Kerala,1989,9,11,20,TRIVANDRUM,73.26,49.02,General,1024210,15,1,Male,INC,367825,A. CHARLES,CHRISTIANITY,6.79,O. N. V. KURUP,IND,M,nan,INC,A. CHARLES,6.02,2.36,-2.79,
Kerala,1984,8,12,1,KASARAGOD,77.47,45.54,General,745222,5,1,Male,INC,262904,I. RAMA RAI,HINDUISM,1.97,BALANANDAN,CPM,M,nan,CPM,M. RAMANNA RAI,-11.41,9.22,-13.92,INC
Kerala,1984,8,12,2,CANNANORE,80.66,51.66,General,693093,5,1,Male,INC,288791,MULIAPPALLI RAMACHANDRAN,HINDUISM,4.48,PATTIAM RAJAN,CPM,M,nan,INC(U),K. KUNHAMBU,-6.04,10.62,-11.91,INC
Kerala,1984,8,12,3,BADAGARA,78.26,46.67,General,740431,8,1,Male,ICS,270416,K. P. UNNIKRISHNAN,HINDUISM,1.89,K. M. RADHAKRISHNAN,IND,M,nan,INC(U),K.P. UNNIKRISHNAN,-7.48,5.06,-6.41,ICS
Kerala,1984,8,12,4,CALICUT,78.84,49.96,General,706343,7,1,Male,INC,278216,K. G. ADIYODI,HINDUISM,9.71,MOIDEENKUTTY HAJI (BAVAE HAJI),IML,M,nan,CPM,E. K. IMBICHI BAVA,-3.69,18.89,0.09,INC
Kerala,1984,8,12,5,MANJERI,76.68,50.9,General,736698,7,1,Male,MUL,287538,EBRAHIM SULAMAN SAIT,ISLAM,12.6,E. K. IMBICHI BAVA,CPM,M,nan,MUL,EBRAHIM SULAIMAN SAIT,-2.71,12.65,4.59,
Kerala,1984,8,12,6,PONNANI,68.64,58.47,General,718121,6,1,Male,MUL,288216,G. M. BANATWALLA,ISLAM,20.76,KOLADI GOVINDANKUTTY,CPI,M,nan,MUL,BANATWALA GULAM MEHMOOD,2.94,8.84,8.08,
Kerala,1984,8,12,7,PALGHAT,76.04,51.62,General,731568,9,1,Male,INC,287170,V. S. VIJAYARAGHAVAN,HINDUISM,6.86,T. SIVADASA MENON,CPM,M,nan,INC(I),V.S. VIJAYA RAGHAVAN,1.76,17.92,3.91,INC
Kerala,1984,8,12,8,OTTAPALAM,75.19,54.74,SC,705020,4,1,Male,INC,290177,K. R. NARAYANAN,HINDUISM,10.48,A. K. BALAN,CPM,M,nan,CPM,A.K. BALAN,2.16,17.17,4.42,INC
Kerala,1984,8,12,9,TRICHUR,76.58,51.92,General,675704,11,1,Male,INC,268683,P. A. ANTONY,CHRISTIANITY,9.91,V. V. RAGHAVAN,CPI,M,nan,CPM,K. A. RAJAN,0.88,15.09,-1.37,INC
Kerala,1984,8,12,10,MUKUNDAPURAM,80.35,51.44,General,703029,7,1,Male,KEC(J),290594,K. MOHANDAS,HINDUISM,7.86,M. M. LAWRENCE,CPM,M,nan,CPM,BALANANDAN,-5.29,17.23,-8.4,KEC(J)
Kerala,1984,8,12,11,ERNAKULAM,75.28,50.63,General,727741,14,1,Male,INC,277374,K. V. THOMAS,CHRISTIANITY,12.84,A. A. KOCHUNNY MASTER,ICS,M,nan,INC(I),XAVIER VARGHESE ARAKAL,2.61,16.98,12.21,INC
Kerala,1984,8,12,12,MUVATTUPUZHA,75.29,59.16,General,690388,6,1,Male,KEC(J),307519,GEORGE JOSEPH MUNDAKKAL (BABY),CHRISTIANITY,20.82,P. P. ESTHOSE,CPM,M,nan,IND,GEORGE JOSEPH (BABY MUNDACKAL),11.16,18.62,19.62,KEC(J)
