State_Name,Year,Assembly_No,month,Constituency_No,Constituency_Name,Turnout_Percentage,Vote_Share_Percentage,Constituency_Type,Electors,N_Cand,Position,Sex,Party,Votes,Elected,Rel,Margin_Percentage,Runner,Runner_Party,Runner_Sex,Nota_Percentage,Last_Party,Last_Elected,Vote_Share_Change_pct,Turnout_Change_pct,Margin_Change_pct,Party_Change
Jharkhand,2009,15,4,3,GODDA,56.48,23.76,General,1412253,23,1,Male,BJP,189526,NISHIKANT DUBEY,HINDUISM,0.8,FURKAN ANSARI,INC,M,nan,INC,FURKAN ANSARI,-21.12,-5.61,-2.42,BJP
Jharkhand,2009,15,4,4,CHATRA,45.67,22.86,General,1037665,11,1,Male,IND,108336,INDER SINGH NAMDHARI,SIKHISM,3.41,DHIRAJ PRASAD SAHU,INC,M,nan,RJD,DHIRENDRA AGARWAL,-5.03,1.16,-0.92,IND
Jharkhand,2009,15,4,5,KODARMA,56.14,25.55,General,1390428,16,1,Male,JVM,199462,BABULAL MARANDI,HINDUISM,6.22,RAJ  KUMAR YADAV,CPI(ML)(L),M,nan,BJP,BABULAL MARANDI,-18.85,-6.14,-12.54,JVM
Jharkhand,2009,15,4,6,GIRIDIH,45.98,37.7,General,1346527,17,1,Male,BJP,233435,RAVINDRA KUMAR PANDEY,HINDUISM,15.3,TEKLAL MAHTO,JMM,M,nan,JMM,TEK LAL MAHTO,-11.33,-8.44,-5.67,BJP
Jharkhand,2009,15,4,7,DHANBAD,45.03,32.03,General,1806475,32,1,Male,BJP,260521,PASHUPATI NATH SINGH,HINDUISM,7.14,CHANDRASHEKHAR DUBEY,INC,M,nan,INC,CHANDRA SHEKHAR DUBEY,-5.73,-8.79,-5.54,BJP
Jharkhand,2009,15,4,8,RANCHI,44.56,42.88,General,1625148,26,1,Male,INC,310499,SUBODH KANT SAHAY,HINDUISM,1.84,RAM TAHAL CHOUDHARY,BJP,M,nan,INC,SUBODH KANT SAHAY,2.06,-5.89,-0.38,
Jharkhand,2009,15,4,9,JAMSHEDPUR,51.12,45.3,General,1380279,26,1,Male,BJP,319620,ARJUN MUNDA,HINDUISM,16.96,SUMAN MAHATO,JMM,F,nan,JMM,SUNIL KUMAR MAHATO,-5.7,-5.47,3.36,BJP
Jharkhand,2009,15,4,10,SINGHBHUM,60.57,44.29,ST,957406,9,1,Male,IND,256827,MADHU KORA,HINDUISM,15.46,BARKUWAR GAGRAI,BJP,M,nan,INC,BAGUN SUMBRAI,1.74,4.01,4.08,IND
Jharkhand,2009,15,4,11,KHUNTI,52.03,41.19,ST,980868,9,1,Male,BJP,210214,KARIA MUNDA,HINDUISM,15.71,NEIL TIRKEY,INC,M,nan,INC,SUSHILA KERKETTA,-3.26,-2.21,5.27,BJP
Jharkhand,2009,15,4,12,LOHARDAGA,53.21,27.69,ST,981666,15,1,Male,BJP,144628,SUDARSHAN BHAGAT,HINDUISM,1.59,CHAMRA LINDA,IND,M,nan,INC,RAMESHWAR ORAON,-20.31,1.76,-17.76,BJP
Jharkhand,2009,15,4,13,PALAMAU,45.95,25.8,SC,1417375,21,1,Male,JMM,167995,KAMESHWAR BAITHA,HINDUISM,3.61,GHURAN RAM,RJD,M,nan,RJD,MANOJ KUMAR,-6.42,-3.81,-4.99,JMM
Jharkhand,2009,15,4,14,HAZARIBAGH,53.08,31.81,General,1301651,13,1,Male,BJP,219810,YASHWANT SINHA,HINDUISM,5.81,SAURABH NARAIN SINGH,INC,M,nan,CPI,BHUBNESHWAR PRASAD MEHTA,-18.66,-6.7,-9.12,BJP
Jharkhand,2004,14,4,1,RAJMAHAL,64.47,32.76,ST,1072040,8,1,Male,JMM,226411,HEMLAL MURMU,HINDUISM,0.43,THOMAS HANSDA,INC,M,nan,,,-67.24,-35.53,-99.57,
Jharkhand,2004,14,4,2,DUMKA,57.71,54.32,ST,1083200,10,1,Male,JMM,339542,SHIBU SOREN,HINDUISM,18.4,SONE LAL HEMBROM,BJP,M,nan,,,-45.68,-42.29,-81.6,
Jharkhand,2004,14,4,3,GODDA,62.09,44.88,General,1338939,12,1,Male,INC,373138,FURKAN ANSARI,ISLAM,3.22,PRADEEP YADAV,BJP,M,nan,,,-55.12,-37.91,-96.78,
Jharkhand,2004,14,4,4,CHATRA,44.51,27.89,General,978364,16,1,Male,RJD,121464,DHIRENDRA AGARWAL,HINDUISM,4.33,INDER SINGH NAMDHARI,JD(U),M,nan,,,-72.11,-55.49,-95.67,
Jharkhand,2004,14,4,5,KODARMA,62.28,44.4,General,1325734,10,1,Male,BJP,366656,BABULAL MARANDI,HINDUISM,18.76,CHAMPA VERMA,JMM,F,nan,,,-55.6,-37.72,-81.24,
Jharkhand,2004,14,4,6,GIRIDIH,54.42,49.03,General,1312691,12,1,Male,JMM,350255,TEK LAL MAHTO,HINDUISM,20.97,RAVINDRA KUMAR PANDEY,BJP,M,nan,,,-50.97,-45.58,-79.03,
Jharkhand,2004,14,4,7,DHANBAD,53.82,37.76,General,1749456,19,1,Male,INC,355499,CHANDRA SHEKHAR DUBEY,HINDUISM,12.68,RITA VERMA,BJP,F,nan,,,-62.24,-46.18,-87.32,
Jharkhand,2004,14,4,8,RANCHI,50.45,40.82,General,1379179,19,1,Male,INC,284035,SUBODH KANT SAHAY,HINDUISM,2.22,RAM TAHAL CHOUDHARY,BJP,M,nan,,,-59.18,-49.55,-97.78,
Jharkhand,2004,14,4,9,JAMSHEDPUR,56.59,51,General,1372125,16,1,Male,JMM,396056,SUNIL KUMAR MAHATO,HINDUISM,13.6,ABHA MAHTO,BJP,F,nan,,,-49,-43.41,-86.4,
Jharkhand,2004,14,4,10,SINGHBHUM,56.56,42.55,ST,919728,8,1,Male,INC,221343,BAGUN SUMBRAI,HINDUISM,11.38,LAXMAN GILUA,BJP,M,nan,,,-57.45,-43.44,-88.62,
Jharkhand,2004,14,4,11,KHUNTI,54.24,44.45,ST,904846,11,1,Female,INC,218158,SUSHILA KERKETTA,CHRISTIANITY,10.44,KARIYA MUNDA,BJP,M,nan,,,-55.55,-45.76,-89.56,
Jharkhand,2004,14,4,12,LOHARDAGA,51.45,48,ST,906666,13,1,Male,INC,223920,RAMESHWAR ORAON,HINDUISM,19.35,DUKHA BHAGAT,BJP,M,nan,,,-52,-48.55,-80.65,
Jharkhand,2004,14,4,13,PALAMAU,49.76,32.22,SC,1289313,14,1,Male,RJD,206733,MANOJ KUMAR,HINDUISM,8.6,BRAJ MOHAN RAM,BJP,M,nan,,,-67.78,-50.24,-91.4,
Jharkhand,2004,14,4,14,HAZARIBAGH,59.78,50.47,General,1180058,14,1,Male,CPI,356058,BHUBNESHWAR PRASAD MEHTA,HINDUISM,14.93,YASHWANT SINHA,BJP,M,nan,,,-49.53,-40.22,-85.07,
Karnataka,2019,17,4,1,CHIKKODI,75.5,52.98,General,1612556,11,1,Male,BJP,645017,ANNASAHEB SHANKAR JOLLE,HINDUISM,9.76,PRAKASH BABANNA HUKKERI,INC,M,0.85,INC,PRAKASH BABANNA HUKKERI,8.69,1.23,9.48,BJP
Karnataka,2019,17,4,2,BELGAUM,67.73,63.22,General,1779350,57,1,Male,BJP,761991,ANGADI SURESH CHANNABASAPPA,HINDUISM,32.47,Dr.SADHUNAVAR,INC,M,0.27,BJP,ANGADI SURESH CHANNABASAPPA,11.82,-0.49,25.44,
Karnataka,2019,17,4,3,BAGALKOT,70.69,55.17,General,1704010,14,1,Male,BJP,664638,Gaddigoudar Parvatagouda Chandanagouda,HINDUISM,13.96,Veena Kashappanavar,INC,F,0.94,BJP,GADDIGOUDAR PARVTAGOUDA CHANDANAGOUDA,2.22,1.88,3.16,
Karnataka,2019,17,4,4,BIJAPUR,61.82,57.22,SC,1797587,12,1,Male,BJP,635867,JIGAJINAGI RAMESH CHANDAPPA,HINDUISM,23.22,DR. SUNITA DEVANAND CHAVAN,JD(S),F,1.11,BJP,RAMESH JIGAJINAGI,8.42,2.24,16,
Karnataka,2019,17,4,5,GULBARGA,61.13,52.14,SC,1945765,12,1,Male,BJP,620192,DR. UMESH G JADHAV,HINDUISM,8.03,MALLIKARJUN KHARGE,INC,M,0.88,INC,MALLIKARJUN KHARGE,1.3,3.19,0.54,BJP
Karnataka,2019,17,4,6,RAICHUR,58.31,53.21,ST,1928204,5,1,Male,BJP,598337,RAJA AMARESHWARA NAIK,HINDUISM,10.47,B. V NAIK,INC,M,1.33,INC,B.V.NAYAK,7.42,0,10.32,BJP
Karnataka,2019,17,4,7,BIDAR,62.94,52.41,General,1775095,22,1,Male,BJP,585471,BHAGWANTH KHUBA,HINDUISM,10.46,ESHWAR B. KHANDRE,INC,M,0.17,BJP,BHAGWANTH KHUBA,4.54,3.01,0.85,
Karnataka,2019,17,4,8,KOPPAL,68.54,49.3,General,1736693,14,1,Male,BJP,586783,KARADI SANGANNA AMARAPPA,HINDUISM,3.23,K.RAJASHEKAR BASAVARAJ HITNAL,INC,M,0.91,BJP,KARADI SANGANNA AMARAPPA,0.98,2.97,0.01,
Karnataka,2019,17,4,9,BELLARY,69.76,50.44,ST,1751734,11,1,Male,BJP,616388,Y. DEVENDRAPPA,HINDUISM,4.56,V. S. UGRAPPA,INC,M,0.74,BJP,B. SREERAMULU,-0.66,-0.52,-3.58,
Karnataka,2019,17,4,10,HAVERI,74.14,53.97,General,1708510,10,1,Male,BJP,683660,UDASI. S.C.,HINDUISM,11.12,D.R. PATIL,INC,M,0.59,BJP,UDASI SHIVAKUMAR CHANNABASAPPA,3.18,2.55,3.27,
Karnataka,2019,17,4,11,DHARWAD,70.25,56.43,General,1727311,19,1,Male,BJP,684837,Pralhad Joshi,HINDUISM,16.9,Vinay Kulkarni,INC,M,0.29,BJP,PRALHAD JOSHI,4.05,4.27,5.98,
Karnataka,2019,17,4,12,UTTARA KANNADA,74.1,68.15,General,1556599,13,1,Male,BJP,786042,ANANTKUMAR HEGDE,HINDUISM,41.58,ANAND ASNOTIKAR,JD(S),M,1.39,BJP,ANANTKUMAR HEGDE,13.51,5.09,27.52,
Karnataka,2019,17,4,13,DAVANAGERE,73.15,54.66,General,1633064,25,1,Male,BJP,652996,G M SIDDESHWAR,HINDUISM,14.21,H B MANJAPPA,INC,M,0.26,BJP,G M SIDDESHWARA,8.12,-0.07,12.63,
Karnataka,2019,17,4,14,SHIMOGA,76.56,56.86,General,1676668,12,1,Male,BJP,729872,B.Y.RAGHAVENDRA.,HINDUISM,17.4,S.MADHUBANGARAPPA,JD(S),M,0.54,BJP,B. S. YEDDYURAPPA,3.17,4.29,-14.78,
Karnataka,2019,17,4,15,UDUPI CHIKMAGALUR,76.03,62.46,General,1513806,12,1,Female,BJP,718916,SHOBHA KARANDLAJE,HINDUISM,30.37,PRAMOD MADHWARAJ,JD(S),M,0.65,BJP,SHOBHA KARANDLAJE,6.26,1.49,12.8,
Karnataka,2019,17,4,16,HASSAN,77.29,52.96,General,1652999,6,1,Male,JD(S),676606,PRAJWAL REVANNA,HINDUISM,11.06,MANJU A,BJP,M,0.91,JD(S),H.D. DEVEGOWDA,8.52,3.82,2.3,
Karnataka,2019,17,4,17,DAKSHINA KANNADA,77.97,57.57,General,1724976,13,1,Male,BJP,774285,NALIN KUMAR KATEEL,HINDUISM,20.42,MITHUN M RAI,INC,M,0.55,BJP,NALIN KUMAR KATEEL,4.34,0.83,8.52,
Karnataka,2019,17,4,18,CHITRADURGA,70.77,50.26,SC,1760633,19,1,Male,BJP,626195,A NARAYANASWAMY,HINDUISM,6.44,B N CHANDRAPPA,INC,M,0.35,INC,B.N.CHANDRAPPA,7.62,4.77,-2.8,BJP
Karnataka,2019,17,4,19,TUMKUR,77.39,47.89,General,1608545,15,1,Male,BJP,596127,G. S. BASAVARAJ,HINDUISM,1.07,H. D. DEVEGOWDA,JD(S),M,0.83,INC,MUDDAHANUMEGOWDA.S.P.,8.86,4.85,-5.65,BJP
Karnataka,2019,17,4,20,MANDYA,80.56,51.02,General,1712004,22,1,Female,IND,703660,SUMALATHA AMBAREESH,HINDUISM,9.13,NIKHIL KUMARASWAMY,JD(S),M,0.26,JD(S),C.S.PUTTARAJU,7.05,9.11,8.67,IND
Karnataka,2019,17,4,21,MYSORE,69.5,52.27,General,1896333,22,1,Male,BJP,688974,PRATHAP SIMHA,HINDUISM,10.52,C.H.VIJAYASHANKAR,INC,M,0.41,BJP,PRATHAP SIMHA,8.81,2.2,7.79,
Karnataka,2019,17,4,22,CHAMARAJANAGAR,75.35,44.74,SC,1686333,10,1,Male,BJP,568537,V. SRINIVAS PRASAD,HINDUISM,0.14,R. DHRUVANARAYANA,INC,M,1,INC,R. DHRUVANARAYANA,-5.37,2.52,-12.32,BJP
Karnataka,2019,17,4,23,BANGALORE RURAL,64.94,54.15,General,2497458,15,1,Male,INC,878258,D.K. SURESH,HINDUISM,12.75,ASHWATHNARAYANGOWDA,BJP,M,0.77,INC,D K SURESH,9.3,-1.5,-3.16,
Karnataka,2019,17,4,24,BANGALORE NORTH,54.73,52.87,General,2849250,31,1,Male,BJP,824500,D.V. Sadananda Gowda,HINDUISM,9.46,Krishna Byregowda,INC,M,0.75,BJP,D.V SADANANDA GOWDA,-0.08,-1.77,-7.48,
Karnataka,2019,17,4,25,BANGALORE CENTRAL,54.3,50.35,General,2204817,22,1,Male,BJP,602853,P. C. Mohan,HINDUISM,5.93,Rizwan Arshad,INC,M,0.9,BJP,P.C. MOHAN,-1.5,-1.34,-6.87,
Karnataka,2019,17,4,26,BANGALORE SOUTH,53.64,62.2,General,2215489,25,1,Male,BJP,739229,TEJASVI SURYA,HINDUISM,27.87,B.K.HARIPRASAD,INC,M,0.84,BJP,ANANTH KUMAR,5.29,-2.08,7.35,
Karnataka,2019,17,4,27,CHIKKBALLAPUR,76.68,53.78,General,1808780,15,1,Male,BJP,745912,B.N.Bache Gowda,HINDUISM,13.13,M.Veerappa Moily,INC,M,0.58,INC,M VEERAPPA MOILY,20.15,0.51,12.38,BJP
Karnataka,2019,17,4,28,KOLAR,77.21,56.35,SC,1629961,14,1,Male,BJP,709165,S. MUNISWAMY,HINDUISM,16.69,K.H. MUNIYAPPA,INC,M,1.1,INC,K.H.MUNIYAPPA,19.19,1.7,12.45,BJP
Karnataka,2014,16,4,1,CHIKKODI,74.27,44.29,General,1442206,12,1,Male,INC,474373,PRAKASH BABANNA HUKKERI,HINDUISM,0.28,KATTI RAMESH VISHWANATH,BJP,M,0.96,BJP,KATTI RAMESH VISHWANATH,-6.19,6.71,-6.09,INC
Karnataka,2014,16,4,2,BELGAUM,68.22,51.4,General,1580895,15,1,Male,BJP,554417,ANGADI SURESH CHANNABASAPPA,HINDUISM,7.03,LAXMI R. HEBBALKAR,INC,F,1.07,BJP,ANGADI SURESH CHANNABASAPPA,0.47,13.47,-8.7,
Karnataka,2014,16,4,3,BAGALKOT,68.81,52.95,General,1568633,13,1,Male,BJP,571548,GADDIGOUDAR PARVTAGOUDA CHANDANAGOUDA,HINDUISM,10.8,AJAY KUMAR SARNAIK,INC,M,1,BJP,GADDIGOUDAR P.C.,4.89,5.74,6.68,
Karnataka,2014,16,4,4,BIJAPUR,59.58,48.8,SC,1622635,14,1,Male,BJP,471757,RAMESH JIGAJINAGI,HINDUISM,7.22,PRAKASH RATHOD,INC,M,0.86,BJP,RAMESH CHANDAPPA JIGAJINAGI,1.24,12.29,0.69,
Karnataka,2014,16,4,5,GULBARGA,57.94,50.84,SC,1721990,8,1,Male,INC,507193,MALLIKARJUN KHARGE,HINDUISM,7.49,REVUNAIK BELAMAGI,BJP,M,0.99,INC,MALLIKARJUN KHARGE,5.38,8.75,5.72,
Karnataka,2014,16,4,6,RAICHUR,58.31,45.79,ST,1661606,11,1,Male,INC,443659,B.V.NAYAK,HINDUISM,0.15,ARAKERA SHIVANAGOUDA NAYAK,BJP,M,1.36,BJP,PAKKIRAPPA.S.,-0.59,12.41,-4.34,INC
Karnataka,2014,16,4,7,BIDAR,59.93,47.87,General,1600962,24,1,Male,BJP,459290,BHAGWANTH KHUBA,HINDUISM,9.61,N. DHARAM SINGH,INC,M,0.29,INC,N.DHARAM SINGH,4.5,6.94,4.53,BJP
Karnataka,2014,16,4,8,KOPPAL,65.57,48.32,General,1535105,16,1,Male,BJP,486383,KARADI SANGANNA AMARAPPA,HINDUISM,3.22,BASAVARAJ HITNAL,INC,M,1.29,BJP,SHIVARAMAGOUDA SHIVANAGOUDA,9.67,10.22,-7.62,
Karnataka,2014,16,4,9,BELLARY,70.28,51.1,ST,1487945,12,1,Male,BJP,534406,B. SREERAMULU,HINDUISM,8.14,N.Y. HANUMANTAPPA,INC,M,1.08,BJP,J. SHANTHA,4.38,8.84,7.88,
Karnataka,2014,16,4,10,HAVERI,71.59,50.79,General,1558749,19,1,Male,BJP,566790,UDASI SHIVAKUMAR CHANNABASAPPA,HINDUISM,7.85,SALEEM  AHMED,INC,M,0.34,BJP,UDASI SHIVKUMAR CHANABASAPPA,1.46,8,-2.23,
Karnataka,2014,16,4,11,DHARWAD,65.98,52.38,General,1578125,17,1,Male,BJP,545395,PRALHAD JOSHI,HINDUISM,10.92,VINAY KULKARNI,INC,M,1.24,BJP,PRALHAD JOSHI,-3.59,9.43,-6.33,
Karnataka,2014,16,4,12,UTTARA KANNADA,69.01,54.64,General,1450599,9,1,Male,BJP,546939,ANANTKUMAR HEGDE,HINDUISM,14.06,PRASHANT R DESHPANDE,INC,M,1.63,BJP,ANANTKUMAR HEGDE,10.01,9.92,11.07,
Karnataka,2014,16,4,13,DAVANAGERE,73.22,46.54,General,1522712,18,1,Male,BJP,518894,G M SIDDESHWARA,HINDUISM,1.58,S.S. MALLIKARJUN,INC,M,0.41,BJP,G.M. SIDDESWARA,-0.13,5.76,1.36,
Karnataka,2014,16,4,14,SHIMOGA,72.27,53.69,General,1562243,13,1,Male,BJP,606216,B. S. YEDDYURAPPA,HINDUISM,32.18,MANJUNATH BHANDARY,INC,M,0.63,BJP,B.Y. RAGHAVENDRA,3.11,5.8,26.64,
Karnataka,2014,16,4,15,UDUPI CHIKMAGALUR,74.54,56.2,General,1387294,11,1,Female,BJP,581168,SHOBHA KARANDLAJE,HINDUISM,17.57,K JAYAPRAKASH HEGDE,INC,M,0.76,BJP,D.V.SADANANDA GOWDA,8.11,6.36,14.33,
Karnataka,2014,16,4,16,HASSAN,73.47,44.44,General,1561486,14,1,Male,JD(S),509841,H.D. DEVEGOWDA,HINDUISM,8.76,MANJU. A.,INC,M,0.64,JD(S),H. D. DEVEGOWDA,-6.2,4.3,-20.93,
Karnataka,2014,16,4,17,DAKSHINA KANNADA,77.14,53.23,General,1565219,14,1,Male,BJP,642739,NALIN KUMAR KATEEL,HINDUISM,11.9,JANARDHANA POOJARY,INC,M,0.59,BJP,NALIN KUMAR KATEEL,4.07,2.69,7.92,
Karnataka,2014,16,4,18,CHITRADURGA,66,42.64,SC,1661277,14,1,Male,INC,467511,B.N.CHANDRAPPA,HINDUISM,9.24,JANARDHANA SWAMY,BJP,M,0.81,BJP,JANARDHANA SWAMY,-1.73,11.51,-6.98,INC
Karnataka,2014,16,4,19,TUMKUR,72.54,39.03,General,1518518,16,1,Male,INC,429868,MUDDAHANUMEGOWDA.S.P.,HINDUISM,6.72,G.S.BASAVARAJ,BJP,M,1.17,BJP,G.S. BASAVARAJ,2.24,7.75,4.34,INC
Karnataka,2014,16,4,20,MANDYA,71.45,43.97,General,1669262,16,1,Male,JD(S),524370,C.S.PUTTARAJU,HINDUISM,0.46,RAMYA,INC,F,0.5,JD(S),N CHELUVARAYA SWAMY @ SWAMYGOWDA,6.71,2.66,-1.82,
Karnataka,2014,16,4,21,MYSORE,67.3,43.46,General,1723134,15,1,Male,BJP,503908,PRATHAP SIMHA,HINDUISM,2.73,ADAGOORU H VISHWANATH,INC,M,0.77,INC,ADAGUR H VISHWANATH,7.03,8.42,1.94,BJP
Karnataka,2014,16,4,22,CHAMARAJANAGAR,72.83,50.11,SC,1555781,14,1,Male,INC,567782,R. DHRUVANARAYANA,HINDUISM,12.46,A. R. KRISHNA MURTHY,BJP,M,1.12,INC,R.DHRUVANARAYANA,12.11,4.92,12.05,
Karnataka,2014,16,4,23,BANGALORE RURAL,66.44,44.85,General,2190398,15,1,Male,INC,652723,D K SURESH,HINDUISM,15.91,MUNIRAJU GOWDA . P,BJP,M,0.68,JD(S),H.D.KUMARASWAMY,0.12,8.52,4.1,INC
Karnataka,2014,16,4,24,BANGALORE NORTH,56.5,52.95,General,2401472,14,1,Male,BJP,718326,D.V SADANANDA GOWDA,HINDUISM,16.94,C.NARAYANA SWAMY,INC,M,0.88,BJP,D. B. CHANDRE GOWDA,7.73,9.78,10.98,
Karnataka,2014,16,4,25,BANGALORE CENTRAL,55.64,51.85,General,1931456,26,1,Male,BJP,557130,P.C. MOHAN,HINDUISM,12.8,RIZWAN ARSHAD,INC,M,0.79,BJP,P. C. MOHAN,11.69,11.09,8.64,
Karnataka,2014,16,4,26,BANGALORE SOUTH,55.72,56.91,General,1998724,23,1,Male,BJP,633816,ANANTH KUMAR,HINDUISM,20.52,NANDAN NILEKANI,INC,M,0.67,BJP,ANANTH KUMAR,8.71,10.98,16.38,
Karnataka,2014,16,4,27,CHIKKBALLAPUR,76.17,33.63,General,1658410,19,1,Male,INC,424800,M VEERAPPA MOILY,HINDUISM,0.75,B N BACHE GOWDA,BJP,M,0.61,INC,M.VEERAPPA MOILY,-6.27,8.08,-4.5,
Karnataka,2014,16,4,28,KOLAR,75.51,37.16,SC,1492977,22,1,Male,INC,418926,K.H.MUNIYAPPA,HINDUISM,4.24,KOLAR KESAVA,JD(S),M,0.45,INC,K.H.MUNIYAPPA,-0.02,6.36,1.76,
Karnataka,2009,15,4,1,CHIKKODI,67.56,50.48,General,1284427,7,1,Male,BJP,438081,KATTI RAMESH VISHWANATH,HINDUISM,6.37,PRAKASH BABANNA HUKKERI,INC,M,nan,BJP,RAMCHANDRA VEERAPPA,12.13,8.14,3.47,
Karnataka,2009,15,4,2,BELGAUM,54.75,50.93,General,1378238,10,1,Male,BJP,384324,ANGADI SURESH CHANNABASAPPA,HINDUISM,15.73,AMARSINH VASANTRAO PATIL,INC,M,nan,INC,IQBAL AHMED SARADGI,13.17,-2.78,8.79,BJP
Karnataka,2009,15,4,3,BAGALKOT,63.07,48.06,General,1363359,17,1,Male,BJP,413272,GADDIGOUDAR P.C.,HINDUISM,4.12,J.T.PATIL,INC,M,nan,INC,A.VENKATESH NAIK,12.98,4.68,4.06,BJP
Karnataka,2009,15,4,4,BIJAPUR,47.29,47.56,SC,1373604,10,1,Male,BJP,308939,RAMESH CHANDAPPA JIGAJINAGI,HINDUISM,6.53,PRAKASH KUBASING RATHOD,INC,M,nan,INC,K. VIRUPAXAPPA,7.72,-15.96,1.65,BJP
Karnataka,2009,15,4,5,GULBARGA,49.19,45.46,SC,1543771,10,1,Male,INC,345241,MALLIKARJUN KHARGE,HINDUISM,1.77,REVUNAIK BELAMGI,BJP,M,nan,BJP,G. KARUNAKARA REDDY,11.89,-17.59,-1.56,INC
Karnataka,2009,15,4,6,RAICHUR,45.9,46.38,ST,1486326,8,1,Male,BJP,316450,PAKKIRAPPA.S.,HINDUISM,4.49,RAJA VENKATAPPA NAIK,INC,M,nan,BJP,G.M. SIDDESWARA,5.68,-22.42,0.9,
Karnataka,2009,15,4,7,BIDAR,52.99,43.37,General,1470507,27,1,Male,INC,337957,N.DHARAM SINGH,HINDUISM,5.08,GURUPADAPPA NAGMARPALLI,BJP,M,nan,INC,N.Y. HANUMANTHAPPA,8.26,-16.81,1,
Karnataka,2009,15,4,8,KOPPAL,55.35,38.65,General,1363431,18,1,Male,BJP,291693,SHIVARAMAGOUDA SHIVANAGOUDA,HINDUISM,10.84,BASAVARAJ RAYAREDDY,INC,M,nan,BJP,S. MALLIKARJUNAIAH,3.57,-15.36,10.57,
Karnataka,2009,15,4,9,BELLARY,61.44,46.72,ST,1401258,7,1,Female,BJP,402213,J. SHANTHA,HINDUISM,0.26,N.Y. HANUMANTHAPPA,INC,M,nan,INC,R.L. JALAPPA,6.32,-9.41,-6.19,BJP
Karnataka,2009,15,4,10,HAVERI,63.59,49.33,General,1371763,12,1,Male,BJP,430293,UDASI SHIVKUMAR CHANABASAPPA,HINDUISM,10.08,SALEEM AHAMED,INC,M,nan,INC,K.H. MUNIYAPPA,6.92,-8.42,8.8,BJP
Karnataka,2009,15,4,11,DHARWAD,56.55,55.97,General,1411500,16,1,Male,BJP,446786,PRALHAD JOSHI,HINDUISM,17.25,KUNNUR MANJUNATH CHANNAPPA,INC,M,nan,INC,TEJASHWINI SEE RAMESH,18.34,-1.04,9.74,BJP
Karnataka,2009,15,4,12,UTTARA KANNADA,59.09,44.63,General,1286556,11,1,Male,BJP,339300,ANANTKUMAR HEGDE,HINDUISM,2.99,ALVA MARGARET,INC,F,nan,BJP,DR. H.T. SANGLIANA,3.7,4.87,0.37,
Karnataka,2009,15,4,13,DAVANAGERE,67.46,46.67,General,1344920,28,1,Male,BJP,423447,G.M. SIDDESWARA,HINDUISM,0.22,S.S. MALLIKARJUNA,INC,M,nan,BJP,ANANTH KUMAR,-1.63,18.05,-7.56,
Karnataka,2009,15,4,14,SHIMOGA,66.47,50.58,General,1435908,12,1,Male,BJP,482783,B.Y. RAGHAVENDRA,HINDUISM,5.54,S. BANGARAPPA,INC,M,nan,INC,AMBAREESH M. H.,2.64,-5.07,-8.97,BJP
Karnataka,2009,15,4,15,UDUPI CHIKMAGALUR,68.18,48.09,General,1224335,9,1,Male,BJP,401441,D.V.SADANANDA GOWDA,HINDUISM,3.24,K.JAYAPRAKASH HEGDE,INC,M,nan,JD(S),M. SHIVANNA,10.98,-3.52,-1.92,BJP
Karnataka,2009,15,4,16,HASSAN,69.17,50.64,General,1417213,13,1,Male,JD(S),496429,H. D. DEVEGOWDA,HINDUISM,29.69,K. H. HANUME GOWDA,BJP,M,nan,BJP,C. H. VIJAYASHANKAR,17.58,4.43,28.63,JD(S)
Karnataka,2009,15,4,17,DAKSHINA KANNADA,74.45,49.16,General,1364641,11,1,Male,BJP,499385,NALIN KUMAR KATEEL,HINDUISM,3.98,JANARDHANA POOJARY,INC,M,nan,BJP,D. V. SADANANDA GOWDA,0.55,2.59,-0.24,
Karnataka,2009,15,4,18,CHITRADURGA,54.49,44.37,SC,1534169,11,1,Male,BJP,370920,JANARDHANA SWAMY,HINDUISM,16.22,DR. B THIPPESWAMY,INC,M,nan,BJP,MANORAMA MADHWARAJ,-3,-14.06,12.5,
Karnataka,2009,15,4,19,TUMKUR,64.79,36.79,General,1388773,10,1,Male,BJP,331064,G.S. BASAVARAJ,HINDUISM,2.38,MUDDAHANUMEGOWDA S.P.,JD(S),M,nan,JD(S),H. D. DEVEGOWDA,-13.93,-5.77,-18.48,BJP
Karnataka,2009,15,4,20,MANDYA,68.79,37.26,General,1499744,12,1,Male,JD(S),384443,N CHELUVARAYA SWAMY @ SWAMYGOWDA,HINDUISM,2.28,M H AMBAREESH,INC,M,nan,BJP,D. C. SRIKANTAPPA,-4.41,-4.27,-6.71,JD(S)
Karnataka,2009,15,4,21,MYSORE,58.88,36.43,General,1653991,12,1,Male,INC,354810,ADAGUR H VISHWANATH,HINDUISM,0.79,C.H.VIJAYASHANKAR,BJP,M,nan,BJP,S. BANGARAPPA,-14.3,-11.65,-7.79,INC
Karnataka,2009,15,4,22,CHAMARAJANAGAR,67.91,38,SC,1433825,14,1,Male,INC,369970,R.DHRUVANARAYANA,HINDUISM,0.41,A.R.KRISHNAMURTHY,BJP,M,nan,BJP,ANANTHKUMAR HEGDE,-13.94,-1.16,-20.24,INC
