Assembly_No,Total_Candidates,No_Incumbents,Successful_Incumbents,Total_Seats,Turncoats,Successful_Turncoats,No_Recontests,First_contests,Second_contests,Multiple_contests,No_first_time_winners,First_Contest_winners,Year,Party_ID,pty_Total_Candidates,pty_Incumbents,pty_Turncoats,pty_Recontests,pty_First_contests,pty_Second_contests,pty_Multiple_contests,pty_first_time_winners,pty_First_Contest_winners,pty_Successful_Incumbents,pty_Successful_Turncoats,Party,pty_recontests_pct,Color,pty_incm_recontests_pct,hover_pty_incm_recontests_pct,pty_incm_Strike_Rate,hover_pty_incm_Strike_Rate,pty_turn_Strike_Rate,hover_pty_turn_Strike_Rate,pty_fist_time_winners_pct,State_Name
17,249,16,16,25,5,0,29,206,23,20,8,7,2019,3906,2,0,0,0,2,0,0,0,0,0,0,IPGP,0,,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),0,Rajasthan
17,249,16,16,25,5,0,29,206,23,20,8,7,2019,4165,1,0,0,0,1,0,0,0,0,0,0,JSVP,0,,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),0,Rajasthan
17,249,16,16,25,5,0,29,206,23,20,8,7,2019,5399,1,0,1,1,0,1,0,0,0,0,0,MCPI,3.45,,0,0 (0.0%),nan,nan% (0/0),0,0.0% (0/1),0,Rajasthan
17,249,16,16,25,5,0,29,206,23,20,8,7,2019,5800,1,0,0,0,1,0,0,0,0,0,0,NPSF,0,,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),0,Rajasthan
17,249,16,16,25,5,0,29,206,23,20,8,7,2019,6098,1,0,0,0,1,0,0,0,0,0,0,PHRC,0,,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),0,Rajasthan
17,249,16,16,25,5,0,29,206,23,20,8,7,2019,6054,2,0,0,0,2,0,0,0,0,0,0,PPID,0,,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),0,Rajasthan
17,249,16,16,25,5,0,29,206,23,20,8,7,2019,11942,1,0,0,0,0,1,0,0,0,0,0,PRCP,0,,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),0,Rajasthan
17,249,16,16,25,5,0,29,206,23,20,8,7,2019,17283,1,0,0,0,1,0,0,0,0,0,0,PSPL,0,,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),0,Rajasthan
17,249,16,16,25,5,0,29,206,23,20,8,7,2019,6232,2,0,0,0,2,0,0,0,0,0,0,PSS,0,,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),0,Rajasthan
17,249,16,16,25,5,0,29,206,23,20,8,7,2019,6582,1,0,0,0,1,0,0,0,0,0,0,RJBP,0,,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),0,Rajasthan
17,249,16,16,25,5,0,29,206,23,20,8,7,2019,12157,1,0,0,0,1,0,0,0,0,0,0,RKSP,0,,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),0,Rajasthan
17,249,16,16,25,5,0,29,206,23,20,8,7,2019,6715,1,0,0,1,0,1,0,1,0,0,0,RLTP,3.45,,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),12.5,Rajasthan
17,249,16,16,25,5,0,29,206,23,20,8,7,2019,12196,1,0,0,0,1,0,0,0,0,0,0,RMGLMP,0,,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),0,Rajasthan
17,249,16,16,25,5,0,29,206,23,20,8,7,2019,24360,1,0,1,1,0,1,0,0,0,0,0,RPWP,3.45,,0,0 (0.0%),nan,nan% (0/0),0,0.0% (0/1),0,Rajasthan
17,249,16,16,25,5,0,29,206,23,20,8,7,2019,16442,1,0,0,0,1,0,0,0,0,0,0,RRP,0,,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),0,Rajasthan
17,249,16,16,25,5,0,29,206,23,20,8,7,2019,24403,1,0,0,0,1,0,0,0,0,0,0,RSVP,0,,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),0,Rajasthan
17,249,16,16,25,5,0,29,206,23,20,8,7,2019,6626,1,0,0,0,1,0,0,0,0,0,0,RTKP,0,,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),0,Rajasthan
17,249,16,16,25,5,0,29,206,23,20,8,7,2019,17316,3,0,0,0,3,0,0,0,0,0,0,RTORP,0,,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),0,Rajasthan
17,249,16,16,25,5,0,29,206,23,20,8,7,2019,18691,4,0,0,0,4,0,0,0,0,0,0,SHS,0,#EA5A03,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),0,Rajasthan
17,249,16,16,25,5,0,29,206,23,20,8,7,2019,8082,1,0,0,0,1,0,0,0,0,0,0,SUCI(C),0,,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),0,Rajasthan
17,249,16,16,25,5,0,29,206,23,20,8,7,2019,18273,2,0,0,0,2,0,0,0,0,0,0,SatBP,0,,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),0,Rajasthan
17,249,16,16,25,5,0,29,206,23,20,8,7,2019,18091,1,0,0,0,1,0,0,0,0,0,0,SwaBP,0,,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),0,Rajasthan
17,11,0,0,1,1,0,0,9,2,0,1,1,2019,17268,1,0,0,0,1,0,0,0,0,0,0,AIP,nan,,nan,0 (nan%),nan,nan% (0/0),nan,nan% (0/0),0,Sikkim
17,11,0,0,1,1,0,0,9,2,0,1,1,2019,1605,1,0,0,0,1,0,0,0,0,0,0,BJP,nan,#ff9933,nan,0 (nan%),nan,nan% (0/0),nan,nan% (0/0),0,Sikkim
17,11,0,0,1,1,0,0,9,2,0,1,1,2019,17265,1,0,1,0,0,1,0,0,0,0,0,HMSKP,nan,,nan,0 (nan%),nan,nan% (0/0),0,0.0% (0/1),0,Sikkim
17,11,0,0,1,1,0,0,9,2,0,1,1,2019,3482,1,0,0,0,0,1,0,0,0,0,0,INC,nan,#138808,nan,0 (nan%),nan,nan% (0/0),nan,nan% (0/0),0,Sikkim
17,11,0,0,1,1,0,0,9,2,0,1,1,2019,10809,2,0,0,0,2,0,0,0,0,0,0,IND,nan,#808080,nan,0 (nan%),nan,nan% (0/0),nan,nan% (0/0),0,Sikkim
17,11,0,0,1,1,0,0,9,2,0,1,1,2019,4036,1,0,0,0,1,0,0,0,0,0,0,JMBP,nan,,nan,0 (nan%),nan,nan% (0/0),nan,nan% (0/0),0,Sikkim
17,11,0,0,1,1,0,0,9,2,0,1,1,2019,7925,1,0,0,0,1,0,0,0,0,0,0,SDF,nan,#FFCB03,nan,0 (nan%),nan,nan% (0/0),nan,nan% (0/0),0,Sikkim
17,11,0,0,1,1,0,0,9,2,0,1,1,2019,16569,1,0,0,0,1,0,0,1,1,0,0,SKM,nan,#F20A00,nan,0 (nan%),nan,nan% (0/0),nan,nan% (0/0),100,Sikkim
17,11,0,0,1,1,0,0,9,2,0,1,1,2019,17266,1,0,0,0,1,0,0,0,0,0,0,SKPP,nan,,nan,0 (nan%),nan,nan% (0/0),nan,nan% (0/0),0,Sikkim
17,11,0,0,1,1,0,0,9,2,0,1,1,2019,17267,1,0,0,0,1,0,0,0,0,0,0,SUTF,nan,,nan,0 (nan%),nan,nan% (0/0),nan,nan% (0/0),0,Sikkim
17,850,8,0,39,7,3,82,745,67,38,28,16,2019,24932,7,0,0,0,7,0,0,0,0,0,0,ACDP,0,,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),0,Tamil_Nadu
17,850,8,0,39,7,3,82,745,67,38,28,16,2019,930,22,6,2,8,12,4,6,1,1,0,0,ADMK,9.76,#37f226,75,6 (75.0%),0,0.0% (0/6),0,0.0% (0/2),3.57,Tamil_Nadu
17,850,8,0,39,7,3,82,745,67,38,28,16,2019,24410,1,0,0,0,1,0,0,0,0,0,0,AHIMSASP,0,,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),0,Tamil_Nadu
17,850,8,0,39,7,3,82,745,67,38,28,16,2019,24415,1,0,0,0,1,0,0,0,0,0,0,AIDMMK,0,,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),0,Tamil_Nadu
17,850,8,0,39,7,3,82,745,67,38,28,16,2019,24406,1,0,0,0,1,0,0,0,0,0,0,AIMAK,0,,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),0,Tamil_Nadu
17,850,8,0,39,7,3,82,745,67,38,28,16,2019,24414,1,0,0,0,1,0,0,0,0,0,0,AIPTMMK,0,,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),0,Tamil_Nadu
17,850,8,0,39,7,3,82,745,67,38,28,16,2019,24408,1,0,0,0,1,0,0,0,0,0,0,AIUUK,0,,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),0,Tamil_Nadu
17,850,8,0,39,7,3,82,745,67,38,28,16,2019,457,1,0,0,0,1,0,0,0,0,0,0,AIVP,0,,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),0,Tamil_Nadu
17,850,8,0,39,7,3,82,745,67,38,28,16,2019,24412,2,0,0,0,2,0,0,0,0,0,0,AMPK,0,,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),0,Tamil_Nadu
17,850,8,0,39,7,3,82,745,67,38,28,16,2019,815,2,0,0,0,2,0,0,0,0,0,0,APEP,0,,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),0,Tamil_Nadu
17,850,8,0,39,7,3,82,745,67,38,28,16,2019,880,1,0,0,0,1,0,0,0,0,0,0,APoI,0,,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),0,Tamil_Nadu
17,850,8,0,39,7,3,82,745,67,38,28,16,2019,102,3,0,0,0,3,0,0,0,0,0,0,AgIMK,0,,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),0,Tamil_Nadu
17,850,8,0,39,7,3,82,745,67,38,28,16,2019,1605,5,1,0,3,1,1,3,0,0,0,0,BJP,3.66,#ff9933,12.5,1 (12.5%),0,0.0% (0/1),nan,nan% (0/0),0,Tamil_Nadu
17,850,8,0,39,7,3,82,745,67,38,28,16,2019,16651,35,0,0,2,32,3,0,0,0,0,0,BSP,2.44,#003399,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),0,Tamil_Nadu
17,850,8,0,39,7,3,82,745,67,38,28,16,2019,9684,1,0,0,0,1,0,0,0,0,0,0,CDF,0,,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),0,Tamil_Nadu
17,850,8,0,39,7,3,82,745,67,38,28,16,2019,2444,2,0,0,1,0,1,1,1,0,0,0,CPI,1.22,#ff3300,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),3.57,Tamil_Nadu
17,850,8,0,39,7,3,82,745,67,38,28,16,2019,2472,2,0,0,0,1,1,0,0,0,0,0,CPI(ML)(L),0,#9c6f73,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),0,Tamil_Nadu
17,850,8,0,39,7,3,82,745,67,38,28,16,2019,2560,1,0,0,1,0,0,1,0,0,0,0,CPIM,1.22,#cc434f,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),0,Tamil_Nadu
17,850,8,0,39,7,3,82,745,67,38,28,16,2019,14635,2,0,0,1,1,0,1,1,1,0,0,CPM,1.22,#991f00,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),3.57,Tamil_Nadu
17,850,8,0,39,7,3,82,745,67,38,28,16,2019,24477,1,0,0,0,1,0,0,0,0,0,0,DAMK,0,,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),0,Tamil_Nadu
17,850,8,0,39,7,3,82,745,67,38,28,16,2019,2915,1,0,0,0,1,0,0,0,0,0,0,DCLF,0,,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),0,Tamil_Nadu
17,850,8,0,39,7,3,82,745,67,38,28,16,2019,2956,4,0,0,1,1,2,1,0,0,0,0,DMDK,1.22,#FFFF00,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),0,Tamil_Nadu
17,850,8,0,39,7,3,82,745,67,38,28,16,2019,10192,24,0,3,9,13,5,6,18,13,0,3,DMK,10.98,#b3b300,0,0 (0.0%),nan,nan% (0/0),100,100.0% (3/3),64.29,Tamil_Nadu
17,850,8,0,39,7,3,82,745,67,38,28,16,2019,2953,9,0,0,1,8,1,0,0,0,0,0,DMSK,1.22,,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),0,Tamil_Nadu
17,850,8,0,39,7,3,82,745,67,38,28,16,2019,24411,2,0,0,0,2,0,0,0,0,0,0,DUUK,0,,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),0,Tamil_Nadu
17,850,8,0,39,7,3,82,745,67,38,28,16,2019,15990,3,0,1,2,1,2,0,0,0,0,0,ETMK,2.44,,0,0 (0.0%),nan,nan% (0/0),0,0.0% (0/1),0,Tamil_Nadu
17,850,8,0,39,7,3,82,745,67,38,28,16,2019,8316,1,0,0,0,1,0,0,0,0,0,0,FIP,0,,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),0,Tamil_Nadu
17,850,8,0,39,7,3,82,745,67,38,28,16,2019,3064,3,0,0,0,3,0,0,0,0,0,0,GPI,0,,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),0,Tamil_Nadu
17,850,8,0,39,7,3,82,745,67,38,28,16,2019,3340,2,0,0,0,2,0,0,0,0,0,0,ICF,0,,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),0,Tamil_Nadu
17,850,8,0,39,7,3,82,745,67,38,28,16,2019,24413,1,0,0,0,1,0,0,0,0,0,0,IMK,0,,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),0,Tamil_Nadu
17,850,8,0,39,7,3,82,745,67,38,28,16,2019,3482,9,0,0,9,0,5,4,6,0,0,0,INC,10.98,#138808,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),21.43,Tamil_Nadu
17,850,8,0,39,7,3,82,745,67,38,28,16,2019,3875,1,0,1,1,0,1,0,0,0,0,0,INCP,1.22,,0,0 (0.0%),nan,nan% (0/0),0,0.0% (0/1),0,Tamil_Nadu
17,850,8,0,39,7,3,82,745,67,38,28,16,2019,10809,561,0,0,36,514,34,13,0,0,0,0,IND,43.9,#808080,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),0,Tamil_Nadu
17,850,8,0,39,7,3,82,745,67,38,28,16,2019,3952,1,0,0,0,1,0,0,1,1,0,0,IUML,0,#006600,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),3.57,Tamil_Nadu
17,850,8,0,39,7,3,82,745,67,38,28,16,2019,4079,1,0,0,0,0,1,0,0,0,0,0,JKNPP,0,#3f1a6e,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),0,Tamil_Nadu
17,850,8,0,39,7,3,82,745,67,38,28,16,2019,5299,2,0,0,1,1,1,0,0,0,0,0,MKat,1.22,,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),0,Tamil_Nadu
17,850,8,0,39,7,3,82,745,67,38,28,16,2019,24478,1,0,0,0,1,0,0,0,0,0,0,MLJK,0,,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),0,Tamil_Nadu
17,850,8,0,39,7,3,82,745,67,38,28,16,2019,24407,1,0,0,0,1,0,0,0,0,0,0,MMKA,0,,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),0,Tamil_Nadu
17,850,8,0,39,7,3,82,745,67,38,28,16,2019,24404,36,0,0,1,35,1,0,0,0,0,0,MNM,1.22,#E2C000,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),0,Tamil_Nadu
17,850,8,0,39,7,3,82,745,67,38,28,16,2019,5297,1,0,0,0,1,0,0,0,0,0,0,MSKK,0,,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),0,Tamil_Nadu
17,850,8,0,39,7,3,82,745,67,38,28,16,2019,24417,2,0,0,0,2,0,0,0,0,0,0,NIDP,0,,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),0,Tamil_Nadu
17,850,8,0,39,7,3,82,745,67,38,28,16,2019,5533,38,0,0,0,38,0,0,0,0,0,0,NTK,0,,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),0,Tamil_Nadu
17,850,8,0,39,7,3,82,745,67,38,28,16,2019,11891,7,1,0,3,4,2,1,0,0,0,0,PMK,3.66,#b40c5e,12.5,1 (12.5%),0,0.0% (0/1),nan,nan% (0/0),0,Tamil_Nadu
17,850,8,0,39,7,3,82,745,67,38,28,16,2019,6057,2,0,0,0,2,0,0,0,0,0,0,PPIS,0,,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),0,Tamil_Nadu
17,850,8,0,39,7,3,82,745,67,38,28,16,2019,6298,2,0,0,0,2,0,0,0,0,0,0,PPOI,0,,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),0,Tamil_Nadu
17,850,8,0,39,7,3,82,745,67,38,28,16,2019,17283,3,0,0,0,3,0,0,0,0,0,0,PSPL,0,,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),0,Tamil_Nadu
17,850,8,0,39,7,3,82,745,67,38,28,16,2019,24534,2,0,0,0,2,0,0,0,0,0,0,PUJP,0,,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),0,Tamil_Nadu
17,850,8,0,39,7,3,82,745,67,38,28,16,2019,6911,1,0,0,0,1,0,0,0,0,0,0,RPI,0,,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),0,Tamil_Nadu
17,850,8,0,39,7,3,82,745,67,38,28,16,2019,12285,2,0,0,1,1,1,0,0,0,0,0,RPI(A),1.22,#1c0ea0,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),0,Tamil_Nadu
17,850,8,0,39,7,3,82,745,67,38,28,16,2019,7985,1,0,0,0,1,0,0,0,0,0,0,SDPI,0,#84df33,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),0,Tamil_Nadu
17,850,8,0,39,7,3,82,745,67,38,28,16,2019,7333,1,0,0,0,1,0,0,0,0,0,0,SMFB,0,,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),0,Tamil_Nadu
17,850,8,0,39,7,3,82,745,67,38,28,16,2019,8082,4,0,0,0,4,0,0,0,0,0,0,SUCI(C),0,,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),0,Tamil_Nadu
17,850,8,0,39,7,3,82,745,67,38,28,16,2019,8247,1,0,0,0,1,0,0,0,0,0,0,TMC(M),0,#993366,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),0,Tamil_Nadu
17,850,8,0,39,7,3,82,745,67,38,28,16,2019,24405,16,0,0,0,16,0,0,0,0,0,0,TNLK,0,,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),0,Tamil_Nadu
17,850,8,0,39,7,3,82,745,67,38,28,16,2019,24416,1,0,0,0,1,0,0,0,0,0,0,TTNP,0,,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),0,Tamil_Nadu
17,850,8,0,39,7,3,82,745,67,38,28,16,2019,24418,1,0,0,0,1,0,0,0,0,0,0,UBM,0,,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),0,Tamil_Nadu
17,850,8,0,39,7,3,82,745,67,38,28,16,2019,13032,6,0,0,0,5,1,0,0,0,0,0,UMK,0,,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),0,Tamil_Nadu
17,850,8,0,39,7,3,82,745,67,38,28,16,2019,24419,1,0,0,0,1,0,0,0,0,0,0,USIP,0,,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),0,Tamil_Nadu
17,850,8,0,39,7,3,82,745,67,38,28,16,2019,8488,1,0,0,1,0,0,1,0,0,0,0,VCK,1.22,#d21b92,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),0,Tamil_Nadu
17,850,8,0,39,7,3,82,745,67,38,28,16,2019,24409,1,0,0,0,1,0,0,0,0,0,0,VMMKT,0,,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),0,Tamil_Nadu
17,850,8,0,39,7,3,82,745,67,38,28,16,2019,7174,1,0,0,0,1,0,0,0,0,0,0,rpsn,0,,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),0,Tamil_Nadu
17,443,8,4,17,6,0,22,408,25,10,13,13,2019,339,1,0,0,0,1,0,0,0,0,0,0,ABML(S),0,,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),0,Telangana
17,443,8,4,17,6,0,22,408,25,10,13,13,2019,24932,2,0,0,0,2,0,0,0,0,0,0,ACDP,0,,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),0,Telangana
17,443,8,4,17,6,0,22,408,25,10,13,13,2019,107,1,0,0,0,1,0,0,0,0,0,0,AHNP,0,,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),0,Telangana
17,443,8,4,17,6,0,22,408,25,10,13,13,2019,3040,1,0,0,0,1,0,0,0,0,0,0,AIFB,0,#DA0000,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),0,Telangana
17,443,8,4,17,6,0,22,408,25,10,13,13,2019,706,1,1,0,1,0,0,1,0,0,1,0,AIMIM,4.55,#285B35,12.5,1 (12.5%),100,100.0% (1/1),nan,nan% (0/0),0,Telangana
17,443,8,4,17,6,0,22,408,25,10,13,13,2019,840,5,0,0,0,5,0,0,0,0,0,0,ANC,0,,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),0,Telangana
17,443,8,4,17,6,0,22,408,25,10,13,13,2019,880,1,0,0,0,1,0,0,0,0,0,0,APoI,0,,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),0,Telangana
17,443,8,4,17,6,0,22,408,25,10,13,13,2019,24429,3,0,0,0,3,0,0,0,0,0,0,BARP,0,,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),0,Telangana
17,443,8,4,17,6,0,22,408,25,10,13,13,2019,1605,17,0,1,1,14,3,0,4,4,0,0,BJP,4.55,#ff9933,0,0 (0.0%),nan,nan% (0/0),0,0.0% (0/1),30.77,Telangana
17,443,8,4,17,6,0,22,408,25,10,13,13,2019,1074,7,0,0,0,7,0,0,0,0,0,0,BMUP,0,,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),0,Telangana
17,443,8,4,17,6,0,22,408,25,10,13,13,2019,1276,1,0,0,0,1,0,0,0,0,0,0,BRPPA,0,,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),0,Telangana
17,443,8,4,17,6,0,22,408,25,10,13,13,2019,16651,5,0,0,0,5,0,0,0,0,0,0,BSP,0,#003399,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),0,Telangana
17,443,8,4,17,6,0,22,408,25,10,13,13,2019,2444,2,0,0,0,2,0,0,0,0,0,0,CPI,0,#ff3300,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),0,Telangana
17,443,8,4,17,6,0,22,408,25,10,13,13,2019,14635,2,0,0,0,2,0,0,0,0,0,0,CPM,0,#991f00,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),0,Telangana
17,443,8,4,17,6,0,22,408,25,10,13,13,2019,2895,2,0,0,0,2,0,0,0,0,0,0,DABAP,0,,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),0,Telangana
17,443,8,4,17,6,0,22,408,25,10,13,13,2019,17560,1,0,0,0,1,0,0,0,0,0,0,HBP,0,,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),0,Telangana
17,443,8,4,17,6,0,22,408,25,10,13,13,2019,3482,17,1,4,6,8,3,6,3,3,0,0,INC,27.27,#138808,12.5,1 (12.5%),0,0.0% (0/1),0,0.0% (0/4),23.08,Telangana
17,443,8,4,17,6,0,22,408,25,10,13,13,2019,10809,299,0,0,7,286,10,3,0,0,0,0,IND,31.82,#808080,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),0,Telangana
17,443,8,4,17,6,0,22,408,25,10,13,13,2019,3331,6,0,0,0,6,0,0,0,0,0,0,IPBP,0,,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),0,Telangana
17,443,8,4,17,6,0,22,408,25,10,13,13,2019,24469,1,0,0,0,1,0,0,0,0,0,0,IRNP,0,,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),0,Telangana
17,443,8,4,17,6,0,22,408,25,10,13,13,2019,4054,1,0,0,0,1,0,0,0,0,0,0,JASWP,0,,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),0,Telangana
17,443,8,4,17,6,0,22,408,25,10,13,13,2019,17069,7,0,0,0,7,0,0,0,0,0,0,JnP,0,,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),0,Telangana
17,443,8,4,17,6,0,22,408,25,10,13,13,2019,5399,3,0,0,0,3,0,0,0,0,0,0,MCPI,0,,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),0,Telangana
17,443,8,4,17,6,0,22,408,25,10,13,13,2019,18220,1,0,0,0,1,0,0,0,0,0,0,NATWOMP,0,,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),0,Telangana
17,443,8,4,17,6,0,22,408,25,10,13,13,2019,11788,2,0,0,0,2,0,0,0,0,0,0,NIP,0,,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),0,Telangana
17,443,8,4,17,6,0,22,408,25,10,13,13,2019,5813,1,0,0,0,1,0,0,0,0,0,0,NPRP,0,,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),0,Telangana
17,443,8,4,17,6,0,22,408,25,10,13,13,2019,6178,1,0,0,0,1,0,0,0,0,0,0,PJSP,0,,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),0,Telangana
17,443,8,4,17,6,0,22,408,25,10,13,13,2019,6298,11,0,0,0,11,0,0,0,0,0,0,PPOI,0,,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),0,Telangana
17,443,8,4,17,6,0,22,408,25,10,13,13,2019,6133,1,0,0,0,1,0,0,0,0,0,0,PrStP,0,,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),0,Telangana
17,443,8,4,17,6,0,22,408,25,10,13,13,2019,6911,1,0,0,0,1,0,0,0,0,0,0,RPI,0,,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),0,Telangana
17,443,8,4,17,6,0,22,408,25,10,13,13,2019,14880,1,0,0,0,1,0,0,0,0,0,0,RPI(KH),0,,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),0,Telangana
17,443,8,4,17,6,0,22,408,25,10,13,13,2019,6567,1,0,0,1,0,1,0,0,0,0,0,RaJPa,4.55,,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),0,Telangana
17,443,8,4,17,6,0,22,408,25,10,13,13,2019,24371,1,0,0,0,1,0,0,0,0,0,0,SDC,0,,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),0,Telangana
17,443,8,4,17,6,0,22,408,25,10,13,13,2019,18691,1,0,0,0,1,0,0,0,0,0,0,SHS,0,#EA5A03,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),0,Telangana
17,443,8,4,17,6,0,22,408,25,10,13,13,2019,24468,3,0,0,0,3,0,0,0,0,0,0,SJPI,0,,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),0,Telangana
17,443,8,4,17,6,0,22,408,25,10,13,13,2019,7333,6,0,0,0,6,0,0,0,0,0,0,SMFB,0,,0,0 (0.0%),nan,nan% (0/0),nan,nan% (0/0),0,Telangana
