State_Name,Assembly_No,Year,Women_Percentage
Mizoram,12,2018,0
Mizoram,11,2013,0
Mizoram,10,2008,0
Mizoram,9,2003,0
Mizoram,8,1998,0
Mizoram,7,1993,0
Mizoram,6,1989,0
Mizoram,5,1987,2.5
Mizoram,4,1984,3.33
Mizoram,3,1979,3.33
Mizoram,2,1978,3.33
Mizoram,1,1972,0
