State_Name,Assembly_No,Year,Total_Candidates,Deposit_Lost
Mizoram,12,2018,209,98
Mizoram,11,2013,142,38
Mizoram,10,2008,206,93
Mizoram,9,2003,192,70
Mizoram,8,1998,221,111
Mizoram,7,1993,121,35
Mizoram,6,1989,162,56
Mizoram,5,1987,145,32
Mizoram,4,1984,134,64
Mizoram,3,1979,150,68
Mizoram,2,1978,154,82
Mizoram,1,1972,155,83
