State_Name,Assembly_No,Year,Parties_Contested,Parties_Represented
Mizoram,12,2018,6,3
Mizoram,11,2013,8,3
Mizoram,10,2008,10,5
Mizoram,9,2003,10,6
Mizoram,8,1998,10,3
Mizoram,7,1993,3,2
Mizoram,6,1989,3,3
Mizoram,5,1987,2,2
Mizoram,4,1984,2,2
Mizoram,3,1979,3,3
Mizoram,2,1978,1,1
Mizoram,1,1972,2,1
