Assembly_No,Total_Candidates,Contesting_Incumbents,Successful_Incumbents,Total_Seats,Turncoats,Successful_Turncoats,Recontesting_Candidates,First_Contests,Second_Contests,Multiple_Contests,No_first_time_winners,First_Contest_Winners,Year,Recontesting_Candidates_pct,First_Contests_pct,Second_Contests_pct,Multiple_Contests_pct,Contesting_Incumbents_pct,Successful_Incumbents_pct,No_first_time_winners_pct,First_Contest_Winners_pct,Incumbent_Strike_Rate,Turncoat_Strike_Rate
9,150,20,11,32,15,2,34,99,24,27,20,15,2019,22.67,66,16,18,62.5,34.38,62.5,46.88,55,13.33
8,121,14,9,32,17,3,28,71,21,29,16,13,2014,23.14,58.68,17.36,23.97,43.75,28.12,50,40.62,64.29,17.65
7,167,8,7,32,6,3,25,123,23,21,19,17,2009,14.97,73.65,13.77,12.57,25,21.88,59.38,53.12,87.5,50
6,87,15,13,28,16,6,28,47,14,26,12,9,2004,32.18,54.02,16.09,29.89,53.57,46.43,42.86,32.14,86.67,37.5
5,105,24,18,32,15,6,50,48,34,23,13,5,1999,47.62,45.71,32.38,21.9,75,56.25,40.62,15.62,75,40
4,186,18,6,32,22,6,45,116,36,34,25,19,1994,24.19,62.37,19.35,18.28,56.25,18.75,78.12,59.38,33.33,27.27
3,118,21,20,32,12,4,39,67,35,16,11,8,1989,33.05,56.78,29.66,13.56,65.62,62.5,34.38,25,95.24,33.33
2,195,18,7,32,21,9,54,140,55,0,25,21,1985,27.69,71.79,28.21,0,56.25,21.88,78.12,65.62,38.89,42.86
1,244,0,0,32,0,0,0,244,0,0,32,32,1979,0,100,0,0,0,0,100,100,0,0
