State_Name,Assembly_No,Year,Women_Percentage
Goa_Daman_&_Diu,5,1984,0
Goa_Daman_&_Diu,4,1980,0
Goa_Daman_&_Diu,3,1977,3.33
Goa_Daman_&_Diu,2,1972,0
Goa_Daman_&_Diu,1,1967,3.33
