State_Name,Assembly_No,Year,Parties_Contested,Parties_Represented
Goa_Daman_&_Diu,5,1984,6,2
Goa_Daman_&_Diu,4,1980,6,2
Goa_Daman_&_Diu,3,1977,4,3
Goa_Daman_&_Diu,2,1972,8,3
Goa_Daman_&_Diu,1,1967,4,2
