State_Name,Assembly_No,Year,Total_Candidates,Deposit_Lost
Goa_Daman_&_Diu,5,1984,242,170
Goa_Daman_&_Diu,4,1980,177,113
Goa_Daman_&_Diu,3,1977,145,69
Goa_Daman_&_Diu,2,1972,138,76
Goa_Daman_&_Diu,1,1967,226,170
