Assembly_No,Total_Candidates,Contesting_Incumbents,Successful_Incumbents,Total_Seats,Turncoats,Successful_Turncoats,Recontesting_Candidates,First_Contests,Second_Contests,Multiple_Contests,No_first_time_winners,First_Contest_Winners,Year,Recontesting_Candidates_pct,First_Contests_pct,Second_Contests_pct,Multiple_Contests_pct,Contesting_Incumbents_pct,Successful_Incumbents_pct,No_first_time_winners_pct,First_Contest_Winners_pct,Incumbent_Strike_Rate,Turncoat_Strike_Rate
5,242,19,9,30,13,7,46,185,33,24,19,17,1984,19.01,76.45,13.64,9.92,63.33,30,63.33,56.67,47.37,53.85
4,177,21,12,30,17,11,45,127,37,13,17,15,1980,25.42,71.75,20.9,7.34,70,40,56.67,50,57.14,64.71
3,145,14,7,30,11,3,20,123,16,6,22,22,1977,13.79,84.83,11.03,4.14,46.67,23.33,73.33,73.33,50,27.27
2,138,9,6,30,2,0,15,123,15,0,24,23,1972,10.87,89.13,10.87,0,30,20,80,76.67,66.67,0
1,226,0,0,30,0,0,0,226,0,0,30,30,1967,0,100,0,0,0,0,100,100,0,0
