State_Name,Assembly_No,Year,Women_Percentage
Uttar_Pradesh,18,2022,11.66
Uttar_Pradesh,17,2017,10.42
Uttar_Pradesh,16,2012,8.68
Uttar_Pradesh,15,2007,5.71
Uttar_Pradesh,14,2002,6.45
Uttar_Pradesh,13,1996,4.72
Uttar_Pradesh,12,1993,3.31
Uttar_Pradesh,11,1991,2.39
Uttar_Pradesh,10,1989,4.24
Uttar_Pradesh,9,1985,7.29
Uttar_Pradesh,8,1980,5.65
Uttar_Pradesh,7,1977,2.59
Uttar_Pradesh,6,1974,4.95
Uttar_Pradesh,5,1969,4.24
Uttar_Pradesh,4,1967,1.41
Uttar_Pradesh,3,1962,4.65
