Assembly_No,MyNeta_education,MLAs_var
2,10th Pass,16
2,12th Pass,23
2,5th Pass,3
2,8th Pass,2
2,Doctorate,2
2,Graduate,25
2,Graduate Professional,18
2,Literate,1
2,Others,5
2,Post Graduate,24
