State_Name,Assembly_No,Year,Parties_Contested,Parties_Represented
Maharashtra,13,2019,124,15
Maharashtra,12,2014,90,12
Maharashtra,11,2009,77,14
Maharashtra,10,2004,57,11
Maharashtra,9,1999,39,13
Maharashtra,8,1995,36,9
Maharashtra,7,1990,35,10
Maharashtra,6,1985,11,7
Maharashtra,5,1980,13,8
Maharashtra,4,1978,12,9
Maharashtra,3,1972,15,11
Maharashtra,2,1967,9,8
Maharashtra,1,1962,10,6
