State_Name,Assembly_No,Year,Women_Percentage
Maharashtra,13,2019,8.33
Maharashtra,12,2014,6.94
Maharashtra,11,2009,3.82
Maharashtra,10,2004,4.17
Maharashtra,9,1999,4.17
Maharashtra,8,1995,3.82
Maharashtra,7,1990,2.08
Maharashtra,6,1985,5.56
Maharashtra,5,1980,6.6
Maharashtra,4,1978,2.78
Maharashtra,3,1972,0
Maharashtra,2,1967,3.33
Maharashtra,1,1962,4.92
