State_Name,Assembly_No,Year,Total_Candidates,Deposit_Lost
Maharashtra,13,2019,3237,2608
Maharashtra,12,2014,4119,3425
Maharashtra,11,2009,3558,2886
Maharashtra,10,2004,2678,2021
Maharashtra,9,1999,2006,1282
Maharashtra,8,1995,4708,4040
Maharashtra,7,1990,3764,3089
Maharashtra,6,1985,2230,1600
Maharashtra,5,1980,1537,886
Maharashtra,4,1978,1819,1160
Maharashtra,3,1972,1196,670
Maharashtra,2,1967,1242,647
Maharashtra,1,1962,1161,590
