State_Name,Assembly_No,Year,Women_Percentage
Madhya_Pradesh,15,2018,9.13
Madhya_Pradesh,14,2013,13.04
Madhya_Pradesh,13,2008,10.87
Madhya_Pradesh,12,2003,8.26
Madhya_Pradesh,11,1998,8.12
Madhya_Pradesh,10,1993,3.75
Madhya_Pradesh,9,1990,3.44
Madhya_Pradesh,8,1985,9.69
Madhya_Pradesh,7,1980,5.62
Madhya_Pradesh,6,1977,3.12
Madhya_Pradesh,5,1972,0
Madhya_Pradesh,4,1967,3.38
Madhya_Pradesh,3,1962,5.21
