State_Name,Assembly_No,Year,Parties_Contested,Parties_Represented
Karnataka,11,2023,92,5
Karnataka,10,2018,86,5
Karnataka,9,2013,58,8
Karnataka,8,2008,31,3
Karnataka,7,2004,32,8
Karnataka,6,1999,22,5
Karnataka,5,1994,22,11
Karnataka,4,1989,20,7
Karnataka,3,1985,7,5
Karnataka,2,1983,11,6
Karnataka,1,1978,10,5
