State_Name,Assembly_No,Year,Total_Candidates,Deposit_Lost
Manipur,13,2022,265,114
Manipur,12,2017,266,121
Manipur,11,2012,279,131
Manipur,10,2007,308,151
Manipur,9,2002,368,205
Manipur,8,2000,401,246
Manipur,7,1995,347,181
Manipur,6,1990,254,103
Manipur,5,1984,364,202
Manipur,4,1980,401,244
Manipur,3,1974,265,98
Manipur,2,1972,262,104
Manipur,1,1967,156,78
