State_Name,Assembly_No,Year,Parties_Contested,Parties_Represented
Manipur,13,2022,13,6
Manipur,12,2017,17,6
Manipur,11,2012,18,6
Manipur,10,2007,18,6
Manipur,9,2002,15,10
Manipur,8,2000,15,10
Manipur,7,1995,14,9
Manipur,6,1990,9,7
Manipur,5,1984,9,5
Manipur,4,1980,9,7
Manipur,3,1974,8,6
Manipur,2,1972,7,5
Manipur,1,1967,5,3
