State_Name,Assembly_No,Year,Women_Percentage
Manipur,13,2022,8.33
Manipur,12,2017,3.33
Manipur,11,2012,5
Manipur,10,2007,0
Manipur,9,2002,1.67
Manipur,8,2000,1.67
Manipur,7,1995,0
Manipur,6,1990,1.85
Manipur,5,1984,0
Manipur,4,1980,0
Manipur,3,1974,0
Manipur,2,1972,0
Manipur,1,1967,0
