State_Name,Assembly_No,Year,Parties_Contested,Parties_Represented
Jammu_&_Kashmir,10,2014,33,7
Jammu_&_Kashmir,9,2008,43,8
Jammu_&_Kashmir,8,2002,20,9
Jammu_&_Kashmir,7,1996,11,9
Jammu_&_Kashmir,6,1987,10,3
Jammu_&_Kashmir,5,1983,9,3
Jammu_&_Kashmir,4,1977,5,4
Jammu_&_Kashmir,3,1972,7,3
Jammu_&_Kashmir,2,1967,6,3
Jammu_&_Kashmir,1,1962,5,2
