State_Name,Assembly_No,Year,Total_Candidates,Deposit_Lost
Jammu_&_Kashmir,10,2014,831,628
Jammu_&_Kashmir,9,2008,1354,1161
Jammu_&_Kashmir,8,2002,708,510
Jammu_&_Kashmir,7,1996,547,357
Jammu_&_Kashmir,6,1987,527,371
Jammu_&_Kashmir,5,1983,513,358
Jammu_&_Kashmir,4,1977,409,256
Jammu_&_Kashmir,3,1972,342,200
Jammu_&_Kashmir,2,1967,206,74
Jammu_&_Kashmir,1,1962,174,68
