Assembly_No,MyNeta_education,MLAs_var
10,10th Pass,9
10,12th Pass,12
10,8th Pass,3
10,Doctorate,1
10,Graduate,18
10,Graduate Professional,17
10,Literate,1
10,Post Graduate,7
10,Unknown,19
9,10th Pass,4
9,12th Pass,4
9,Doctorate,2
9,Graduate,5
9,Graduate Professional,8
9,Literate,1
9,Others,2
9,Post Graduate,10
9,Unknown,51
