State_Name,Assembly_No,Year,Total_Candidates,Deposit_Lost
Kerala,16,2021,957,644
Kerala,15,2016,1203,873
Kerala,14,2011,971,687
Kerala,13,2006,931,646
Kerala,12,2001,676,392
Kerala,11,1996,1201,915
Kerala,10,1991,809,527
Kerala,9,1987,1254,964
Kerala,8,1982,699,417
Kerala,7,1980,602,318
Kerala,6,1977,569,287
Kerala,5,1970,505,207
Kerala,4,1967,423,139
Kerala,3,1965,558,221
