Assembly_No,MyNeta_education,MLAs_var
4,10th Pass,3
4,12th Pass,16
4,5th Pass,4
4,8th Pass,4
4,Doctorate,1
4,Graduate,14
4,Graduate Professional,13
4,Literate,1
4,Post Graduate,34
3,10th Pass,12
3,12th Pass,15
3,5th Pass,3
3,8th Pass,4
3,Graduate,13
3,Graduate Professional,8
3,Literate,2
3,Others,1
3,Post Graduate,31
3,Unknown,1
2,10th Pass,14
2,12th Pass,16
2,5th Pass,4
2,8th Pass,2
2,Graduate,14
2,Graduate Professional,10
2,Literate,1
2,Post Graduate,20
2,Unknown,9
